node_name,regime
c0,0
c6,0
c20,0
c31,0
c124,0
c183,0
c802,1
c4297,1
c5101,1
c5102,1
c1114,1
c1483,1
c3122,1
c4345,1
c5025,1
c5026,1
c3856,1
c4187,1
c5375,1
c5376,1
c4188,1
c5387,1
c5388,1
c1982,1
c4290,1
c5231,1
c5232,1
c4332,1
c5315,1
c5316,1
c2255,1
c2601,1
c4224,1
c5061,1
c5062,1
c3344,1
c4273,1
c5179,1
c5180,1
c3974,1
c4383,1
c5113,1
c5114,1
c4384,1
c5087,1
c5088,1
c3840,1
c4207,1
c4899,1
c4900,1
c4208,1
c4931,1
c4932,1
c226,0
c283,0
c795,0
c3643,0
c4323,0
c5141,0
c5142,0
c4324,0
c5391,0
c5392,0
c4358,0
c4997,0
c4998,0
c736,0
c4343,0
c5293,0
c5294,0
c908,0
c2969,0
c3465,0
c4017,0
c4675,0
c5527,0
c5528,0
c4676,0
c5521,0
c5522,0
c4685,0
c5535,0
c5536,0
c4752,0
c5463,0
c5464,0
c2444,0
c3577,0
c4329,0
c5121,0
c5122,0
c4330,0
c5037,0
c5038,0
c4288,0
c5149,0
c5150,0
c2632,0
c3130,0
c3917,0
c4381,0
c5313,0
c5314,0
c4382,0
c5411,0
c5412,0
c3918,0
c4353,0
c5225,0
c5226,0
c4354,0
c5111,0
c5112,0
c3776,0
c4587,0
c4965,0
c4966,0
c4588,0
c4977,0
c4978,0
c819,0
c2476,0
c3437,0
c4745,0
c5465,0
c5466,0
c4712,0
c5449,0
c5450,0
c3444,0
c4081,0
c4761,0
c5459,0
c5460,0
c4762,0
c5467,0
c5468,0
c4082,0
c4765,0
c5523,0
c5524,0
c4766,0
c5531,0
c5532,0
c1189,0
c4662,0
c5483,0
c5484,0
c1744,0
c2510,0
c4756,0
c5433,0
c5434,0
c2986,0
c4679,0
c5517,0
c5518,0
c4757,0
c5469,0
c5470,0
c2106,0
c4071,0
c4691,0
c5451,0
c5452,0
c4692,0
c5471,0
c5472,0
c2990,0
c4073,0
c4681,0
c5435,0
c5436,0
c4682,0
c5511,0
c5512,0
c4058,0
c4659,0
c5515,0
c5516,0
c4660,0
c5445,0
c5446,0
c215,0
c1273,0
c1724,0
c4701,0
c5519,0
c5520,0
c2076,0
c2495,0
c2965,0
c3469,0
c4687,0
c5495,0
c5496,0
c3996,0
c4665,0
c5489,0
c5490,0
c4666,0
c5421,0
c5422,0
c3470,0
c4709,0
c5503,0
c5504,0
c4004,0
c4657,0
c5497,0
c5498,0
c5458,0
c4715,0
c5507,0
c5508,0
c3498,0
c4693,0
c5447,0
c5448,0
c4070,0
c4731,0
c5453,0
c5454,0
c4732,0
c5425,0
c5426,0
c2635,0
c3407,0
c3675,0
c4455,0
c5063,0
c5064,0
c4456,0
c5407,0
c5408,0
c3676,0
c4349,0
c5139,0
c5140,0
c4350,0
c4957,0
c4958,0
c3408,0
c4400,0
c5123,0
c5124,0
c4576,0
c5043,0
c5044,0
c268,0
c425,0
c818,0
c981,0
c1054,1
c1693,1
c1933,1
c3991,1
c4541,1
c5413,1
c5414,1
c4542,1
c5175,1
c5176,1
c3848,1
c4425,1
c5251,1
c5252,1
c4426,1
c5361,1
c5362,1
c2646,1
c3205,1
c4278,1
c5147,1
c5148,1
c3828,1
c4607,1
c5197,1
c5198,1
c4608,1
c4897,1
c4898,1
c3570,1
c4473,1
c4905,1
c4906,1
c4474,1
c4895,1
c4896,1
c2871,1
c3680,1
c4477,1
c5269,1
c5270,1
c4478,1
c4945,1
c4946,1
c4202,1
c4967,1
c4968,1
c1407,0
c1667,0
c4281,0
c4941,0
c4942,0
c2726,0
c3852,0
c4283,0
c5151,0
c5152,0
c4284,0
c4923,0
c4924,0
c3706,0
c4485,0
c5263,0
c5264,0
c4486,0
c5157,0
c5158,0
c3303,0
c3931,0
c4513,0
c5349,0
c5350,0
c4514,0
c5287,0
c5288,0
c4454,0
c5209,0
c5210,0
c1490,0
c3621,0
c4247,0
c5337,0
c5338,0
c4248,0
c5065,0
c5066,0
c1890,0
c3596,0
c4461,0
c5335,0
c5336,0
c4462,0
c5019,0
c5020,0
c2280,0
c2701,0
c4250,0
c4929,0
c4930,0
c4449,0
c5125,0
c5126,0
c3244,0
c3915,0
c4597,0
c5161,0
c5162,0
c4598,0
c5181,0
c5182,0
c3916,0
c4605,0
c5195,0
c5196,0
c4606,0
c4909,0
c4910,0
c812,0
c1177,0
c1531,1
c3898,1
c4625,1
c5049,1
c5050,1
c4626,1
c5165,1
c5166,1
c1804,1
c2583,1
c4365,1
c4987,1
c4988,1
c3134,1
c3959,1
c4519,1
c5291,1
c5292,1
c4520,1
c5397,1
c5398,1
c3960,1
c4371,1
c5105,1
c5106,1
c4372,1
c5021,1
c5022,1
c2758,1
c3143,1
c4374,1
c5229,1
c5230,1
c3598,1
c4307,1
c5091,1
c5092,1
c4308,1
c4959,1
c4960,1
c3724,1
c4235,1
c5129,1
c5130,1
c4236,1
c5075,1
c5076,1
c1366,0
c1691,0
c4534,0
c5259,0
c5260,0
c4586,0
c4989,0
c4990,0
c3625,0
c4263,0
c5255,0
c5256,0
c4264,0
c5245,0
c5246,0
c2080,0
c4043,0
c4735,0
c5455,0
c5456,0
c4736,0
c5437,0
c5438,0
c4720,0
c5487,0
c5488,0
c4696,0
c5505,0
c5506,0
c255,0
c4367,0
c5013,0
c5014,0
c316,0
c397,0
c632,0
c1481,0
c3249,0
c4568,0
c4917,0
c4918,0
c4210,0
c5389,0
c5390,0
c1822,0
c3879,0
c4573,0
c5205,0
c5206,0
c4574,0
c5167,0
c5168,0
c2941,0
c3247,0
c4641,0
c5069,0
c5070,0
c3658,0
c4623,0
c5031,0
c5032,0
c4624,0
c5109,0
c5110,0
c4604,0
c4943,0
c4944,0
c756,0
c3404,0
c3669,0
c4257,0
c4903,0
c4904,0
c4258,0
c5281,0
c5282,0
c3670,0
c4351,0
c5367,0
c5368,0
c4352,0
c5417,0
c5418,0
c906,0
c3806,0
c4333,0
c5199,0
c5200,0
c4334,0
c4901,0
c4902,0
c1435,0
c1731,0
c4066,0
c4669,0
c5529,0
c5530,0
c4670,0
c5419,0
c5420,0
c2478,0
c4033,0
c4747,0
c5473,0
c5474,0
c4748,0
c5533,0
c5534,0
c3468,0
c4722,0
c5485,0
c5486,0
c4698,0
c5427,0
c5428,0
c2086,0
c2996,0
c4678,0
c5513,0
c5514,0
c3464,0
c4029,0
c4725,0
c5461,0
c5462,0
c4726,0
c5541,0
c5542,0
c4699,0
c5509,0
c5510,0
c4673,0
c5481,0
c5482,0
c1677,0
c3581,0
c4593,0
c4933,0
c4934,0
c4594,0
c5399,0
c5400,0
c3068,0
c4199,0
c4961,0
c4962,0
c4375,0
c5301,0
c5302,0
c437,0
c641,0
c3384,0
c4525,0
c5035,0
c5036,0
c4396,0
c5331,0
c5332,0
c800,0
c1688,0
c4656,0
c5187,0
c5188,0
c2074,0
c2349,0
c4328,0
c5067,0
c5068,0
c3843,0
c4569,0
c4973,0
c4974,0
c4570,0
c5261,0
c5262,0
c4639,0
c5219,0
c5220,0
c3814,0
c4557,0
c5353,0
c5354,0
c4558,0
c5119,0
c5120,0
c2458,0
c3213,0
c3891,0
c4241,0
c4991,0
c4992,0
c4242,0
c4975,0
c4976,0
c3892,0
c4191,0
c5267,0
c5268,0
c4192,0
c4947,0
c4948,0
c3099,0
c3801,0
c4369,0
c5107,0
c5108,0
c4370,0
c5405,0
c5406,0
c3802,0
c4311,0
c5221,0
c5222,0
c4312,0
c5247,0
c5248,0
c46,0
c141,0
