node_name	is_leaf	regime	infer_mu	infer_var
c0	False	0	-0.9158743274284635	3.8546476868981703
c6	False	0	-0.9146293646132455	3.854625780834918
c20	False	0	-0.9084781257041875	3.8545845693980776
c31	False	0	-0.9098800636285614	3.854551612533528
c124	False	0	-0.9122101222657828	3.8532968229362843
c183	False	0	-0.8732806215936011	3.851519320513429
c1340	False	0	-0.46428275646514966	3.6154929066332806
c1643	False	0	-0.12769903502330732	3.556321927921701
c2199	False	0	0.7807382802057736	3.1999427004821244
c4636	False	0	1.5306889448801797	1.555916576851817
c5171	True	0	1.3008727515541183	0.814593534336658
c5172	True	0	1.7876344453819404	0.8475468599734093
c2858	False	0	1.0508271440055872	2.924638293446074
c4183	False	0	1.1261021111548186	1.5471729515240096
c4951	True	0	1.0640006519227776	0.7853311335927599
c4952	True	0	1.035451801640352	0.8831267551113094
c3711	False	0	1.3934652046237173	1.9364929696855036
c4443	False	0	1.3403924278178834	1.4443248270747355
c5003	True	0	0.8045023678356023	0.9226611302926385
c5004	True	0	1.4431489360037708	0.7696716857708696
c4444	False	0	1.3210817012561187	1.470007543107501
c5215	True	0	0.7877894436584608	0.9437937620306144
c5216	True	0	1.405181274465702	0.8518363755359983
c4222	False	0	-0.7173851976426148	1.7052793306582643
c5279	True	0	-0.49293361316947226	0.9631856750512838
c5280	True	0	-1.00231696416868	1.16230779107378
c2884	False	0	-1.6679990741877901	2.6165686365254466
c3159	False	0	-1.7697572859771658	2.3410042337344033
c4378	False	0	-1.9070208785875435	1.737005574824546
c5183	True	0	-1.8865731761538738	1.2203262669617903
c5184	True	0	-1.8690917809655008	1.231748144218667
c3890	False	0	-1.6989879314675196	1.9265488108684319
c4255	False	0	-1.822756189008179	1.6176825374235697
c5057	True	0	-1.8119092349284966	1.1903470737488329
c5058	True	0	-1.8048123937556388	1.1959843540996231
c4256	False	0	-1.3727317567720438	1.5408101272744381
c4919	True	0	-0.8932315857140187	0.9376270698241176
c4920	True	0	-1.4491931146738088	1.1514224208914752
c3160	False	0	-1.7712109040383288	2.338404627089998
c4387	False	0	-1.2195664262054524	1.6578462337468036
c5213	True	0	-1.3307531100936332	1.1831714744562283
c5214	True	0	-0.8065152504454489	1.0089668903578004
c3588	False	0	-2.0313152848787692	1.948438467400221
c4527	False	0	-2.0613507335392267	1.6182671004371023
c5309	True	0	-1.9711270135239358	1.1950595293507786
c5310	True	0	-1.9888756808150418	1.1748332673327477
c4528	False	0	-2.07370744823269	1.6182699889661372
c5369	True	0	-1.99740792747676	1.1893226598119646
c5370	True	0	-1.9975842528762822	1.1805608145903002
c226	False	0	-0.8674438559553356	3.85051906653483
c283	False	0	-0.8416537326396111	3.8491419719157256
c795	False	0	-0.7442377182210729	3.8402091890833026
c3643	False	0	1.4267171564361045	1.9682477190850725
c4323	False	0	1.8867589421689654	1.4280210670707796
c5141	True	0	1.7740000303274523	0.7984558986525002
c5142	True	0	1.9875001479858259	0.8007492367699376
c4324	False	0	1.1773002141814393	1.480111758389269
c5391	True	0	1.0578793161965998	0.8859261097023904
c5392	True	0	0.6947053164977351	0.9246435356989885
c4358	False	0	-0.7863751801224576	1.7070548633362852
c4997	True	0	-0.5252721020651319	0.9602763752173199
c4998	True	0	-1.0408055759567771	1.1671625886750068
c736	False	0	-0.7865777548170784	3.8176993271205393
c4343	False	0	-0.8126295471233951	1.7193847773070743
c5293	True	0	-1.0756412713778862	1.1769038084555428
c5294	True	0	-0.5440566571004704	0.9884965949397478
c908	False	0	-0.7514046831363749	3.7944582388487413
c1366	False	0	-0.8744810668588316	3.7359507737011066
c1691	False	0	-0.8165126223564507	3.708443923569307
c4534	False	0	0.7527516364714277	1.575661428703306
c5259	True	0	0.8356101449455985	0.8658028842530291
c5260	True	0	0.8387427352694701	0.8392651701050193
c4586	False	0	-1.6576475186871604	1.8250935826073977
c4989	True	0	-1.7061973571387483	1.2489471623862747
c4990	True	0	-1.6990492450343255	1.2387393225951169
c3625	False	0	-1.981464822227488	2.1123217257434423
c4263	False	0	-2.047452081400533	1.6530760179078836
c5255	True	0	-1.9943568053816	1.1738663175359356
c5256	True	0	-1.9761406889843165	1.19090026990824
c4264	False	0	-2.0341811242761265	1.6658771881220409
c5245	True	0	-1.9649313347675037	1.2203203086191212
c5246	True	0	-1.9679878889806308	1.192512137963396
c2444	False	0	-0.06952708710543287	3.373944137345873
c3577	False	0	0.789751242048339	1.9818845965320873
c4329	False	0	0.7133490394634934	1.5011599964292164
c5121	True	0	-0.01959201523872511	1.1146999037544993
c5122	True	0	1.0954104303011056	0.7767647000113017
c4330	False	0	0.9749699966377013	1.4682637784171706
c5037	True	0	1.2268779245452899	0.8195920970643776
c5038	True	0	0.589750895962148	0.9333136741214569
c4288	False	0	-0.09709072217872833	1.6650985731292052
c5149	True	0	0.3131314333586092	0.8559289449360653
c5150	True	0	-0.5545272550483806	1.1585584724321074
c2632	False	0	-1.8394944805089708	2.6691058922824085
c3371	False	0	-2.04519772152615	2.2006545724418363
c3713	False	0	-1.8845141027621157	1.8862252918953284
c4197	False	0	-1.960621865658319	1.5994351284733892
c5023	True	0	-1.904810316315198	1.1893688367558142
c5024	True	0	-1.9167679640686766	1.160855074420964
c4198	False	0	-1.4847647445514456	1.540083484146745
c5385	True	0	-0.9521219663503767	0.9625430791687805
