node_name	is_leaf	regime	infer_mu	infer_var
c0	False	0	1.1357926481646308	4.9944328582589765
c6	False	0	1.1416641596821087	4.993282939671704
c20	False	0	1.060008137985074	4.991864981062795
c31	False	0	1.0518236625347865	4.991154764799402
c124	False	0	1.1558020136677374	4.9733981834059335
c183	False	0	1.0684648993937234	4.956306069720076
c802	False	1	0.6596927914870478	4.760359374832278
c4297	False	1	2.621317633114981	1.7189900764425394
c5101	True	1	2.786906728022246	1.0086034638123564
c5102	True	1	2.5647661383979017	1.046028255736878
c1114	False	1	0.23353735998888428	4.473195335536628
c1483	False	1	0.09089015674115022	4.212210675366562
c3122	False	1	-0.873882262997332	2.615345562446452
c4345	False	1	-1.1355191378240042	1.7878122721522078
c5025	True	1	-1.0563986419985463	1.2715270973604265
c5026	True	1	-1.0602725071969747	1.2867897045067276
c3856	False	1	-0.8543226580956331	1.964953948471869
c4187	False	1	-0.32746222174413003	1.5139232380062777
c5375	True	1	-0.40911642568185896	1.1546927765674968
c5376	True	1	0.4975044049661731	0.8702210150332382
c4188	False	1	-1.064821745758884	1.6223990579082925
c5387	True	1	-0.9994453315269861	1.2213082891755738
c5388	True	1	-1.0117929783172135	1.2239076619858826
c1982	False	1	0.28643413163732945	4.159362814878759
c4290	False	1	0.615843447129254	1.7656172570875972
c5231	True	1	0.29152911474888354	1.2947029607200666
c5232	True	1	1.0216384773137914	0.9278020795264292
c4332	False	1	0.9778194024736834	1.7250106504889502
c5315	True	1	1.5499972631438832	0.8700746933722794
c5316	True	1	0.5250963255419513	1.2301320795905293
c2255	False	1	-0.28943919775341315	3.338304377912431
c2601	False	1	-0.506121219866715	2.897604836128984
c4224	False	1	-0.22464419066034688	1.7482033186420476
c5061	True	1	0.12749974325546243	1.050938422110048
c5062	True	1	-0.3552134200047046	1.2547501614721066
c3344	False	1	-0.6475929979356758	2.4097725365638776
c4273	False	1	-1.029565941441858	1.7532543795291278
c5179	True	1	-0.9727723214454622	1.2591834906272745
c5180	True	1	-1.004000631181793	1.2477299713142695
c3974	False	1	-0.38298634321668146	1.8902440022197253
c4383	False	1	0.045225175709608136	1.5053615429889948
c5113	True	1	0.3485023527500896	0.9994701300057413
c5114	True	1	0.3297741712193009	1.047425112822664
c4384	False	1	-0.3216714193225481	1.5442650374663007
c5087	True	1	-0.4320074387919722	1.1637816214869843
c5088	True	1	0.06554837417508247	1.0397162513053342
c3840	False	1	0.16359277644198728	2.0493163741828244
c4207	False	1	0.5211639801529284	1.5401402037729606
c4899	True	1	0.2067480667313848	1.203961905477699
c4900	True	1	1.2801818846340833	0.8587391523869479
c4208	False	1	0.041399135496993	1.593104436262161
c4931	True	1	0.28054518154331254	1.048772745704636
c4932	True	1	-0.15974240102470005	1.214008661422454
c226	False	0	1.074118535327792	4.950412166788714
c283	False	0	1.0224691541936126	4.9432821663900945
c795	False	0	0.860135491820656	4.912355603960356
c3643	False	0	-0.2740902321482958	2.1312831321259402
c4323	False	0	-0.6600223949461248	1.6680331121250953
c5141	True	0	-0.7178534970778765	1.2435387047970312
c5142	True	0	-0.7151478461310228	1.2348876361431096
c4324	False	0	0.04244472613076657	1.5596485714291333
c5391	True	0	-0.13580920427228316	1.2101239210644608
c5392	True	0	0.7030782673244576	0.8630378177630423
c4358	False	0	0.16122750302337416	1.798624210705515
c4997	True	0	-0.08456360326252545	1.2603620944026883
c4998	True	0	0.3634255668493313	1.034443169431545
c736	False	0	0.9524006395239654	4.818945165381404
c4343	False	0	-0.6906649952748625	1.9178507340066253
c5293	True	0	-0.7414380281975264	1.315981197981335
c5294	True	0	-0.7372620110030947	1.32045761702282
c908	False	0	0.9989517292889639	4.747670524429635
c2969	False	0	0.9855091206532157	3.0616905095454516
c3465	False	0	1.2046995892496213	2.4383282285822276
c4017	False	0	0.945882032833681	1.882879002089325
c4675	False	0	0.8654301583863512	1.5000277208182093
c5527	True	0	0.8440515061954305	1.010541765898179
c5528	True	0	0.8466907792609782	1.0208029300362909
c4676	False	0	0.7955807424574665	1.4996619883743283
c5521	True	0	0.34514286332802974	1.1270277764654937
c5522	True	0	1.1467036797013448	0.9060211597586119
c4685	False	0	2.166800707487206	1.6145151813426282
c5535	True	0	2.903773550881181	0.9223228325498235
c5536	True	0	1.7671940708838332	1.119777718279534
c4752	False	0	0.27011978969544914	1.741077763620025
c5463	True	0	0.41593123735643306	1.0031085296559588
c5464	True	0	-0.0105592042638383	1.2608620544951796
c2444	False	0	1.2508736470430675	3.8706716798153407
c3577	False	0	1.1033422177282786	2.04998794070885
c4329	False	0	0.9644444654112193	1.538975610364544
c5121	True	0	0.9120952717229415	1.065954462016351
c5122	True	0	0.9031294026559471	0.9842477069043978
c4330	False	0	1.1990756961201066	1.5198415298906789
c5037	True	0	1.401313441348752	0.9571471950291528
c5038	True	0	1.0820220856094278	1.0175290327862379
c4288	False	0	1.6830071690334292	1.706075233390852
c5149	True	0	1.4230733410681644	1.108138368128111
c5150	True	0	1.9942154569287593	0.9477505071328205
c2632	False	0	2.9760484647707868	2.752988260273308
c3130	False	0	3.7109498680961486	2.142445059114134
c3917	False	0	4.102529347038022	1.8115908754774326
c4381	False	0	3.601921285818893	1.5067181240930876
c5313	True	0	3.367346462527938	1.0305144568363966
c5314	True	0	2.9588886032071664	1.0879820381047605
c4382	False	0	4.541371348789569	1.4928378595876513
c5411	True	0	4.3717094467872455	1.0726448068807284
c5412	True	0	4.6296033595822905	0.989613173569669
c3918	False	0	3.660644756260562	1.8030191085236238
c4353	False	0	3.918117167536903	1.4716216656935035
c5225	True	0	4.247172958629873	0.9423044371163158
c5226	True	0	3.4213123460465047	1.0404721825226266
c4354	False	0	2.9669120645653684	1.4967256911302438
c5111	True	0	2.230298104641626	1.1142291037844803
c5112	True	0	2.7296370619988743	0.9719869730271495
c3776	False	0	1.778279036614551	1.9531975724188133
c4587	False	0	1.3113030108699761	1.534611968765346
c4965	True	0	1.429056183951966	0.9521439229549121
c4966	True	0	0.6989090486345303	1.1622547276581254
c4588	False	0	1.57991183832639	1.496829897476295
c4977	True	0	1.613867455892595	0.9559504592730017
c4978	True	0	1.278959607661703	1.0049532881536025
c819	False	0	1.9351834389823481	4.709236760964659
c2476	False	0	3.9275626079095254	3.4057739259253386
c3437	False	0	4.010637898024343	2.8041624203884252
c4745	False	0	5.150388403835219	1.7052145800352634
c5465	True	0	5.071246933484137	1.0903619746869586
c5466	True	0	5.275954554222598	1.1502286013877356
c4712	False	0	2.5131585488858064	1.6888731431852235
c5449	True	0	2.1898794514672133	1.0847568429318308
c5450	True	0	1.9321645560269567	1.1025710363853152
c3444	False	0	4.423300893270878	2.2464613673760807
c4081	False	0	4.346486451974984	1.8360888992843087
