ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	294.35718	4.7432036	6.4201665	1.3931365013122559
0	Gene_1	h1	0	547.64636	6.3385644	6.8418503	1.0610766410827637
0	Gene_1	h1	1	547.64636	6.3385644	6.8418503	3.2176408767700195
1	Gene_2	h0	shared	109.15319	7.85941	8.433086	-0.3013661801815033
1	Gene_2	h1	0	368.7692	7.786772	8.337402	-0.46158403158187866
1	Gene_2	h1	1	368.7692	7.786772	8.337402	0.45172953605651855
2	Gene_3	h0	shared	112.75478	4.7887387	7.1346264	2.880580186843872
2	Gene_3	h1	0	1062.1602	5.1319103	7.158967	2.5609242916107178
2	Gene_3	h1	1	1062.1602	5.1319103	7.158967	4.650548458099365
3	Gene_4	h0	shared	171.33553	5.1003466	7.185489	1.5868439674377441
3	Gene_4	h1	0	847.97144	7.031875	7.637371	1.1895883083343506
3	Gene_4	h1	1	847.97144	7.031875	7.637371	3.873328924179077
4	Gene_5	h0	shared	249.16968	5.341856	7.3162427	0.6859405636787415
4	Gene_5	h1	0	1005.96686	6.2546854	7.4835787	0.36449676752090454
4	Gene_5	h1	1	1005.96686	6.2546854	7.4835787	2.3554699420928955
5	Gene_6	h0	shared	419.03058	3.4361641	6.214653	1.1619081497192383
5	Gene_6	h1	0	666.4035	3.7471566	6.3259854	0.9379302263259888
5	Gene_6	h1	1	666.4035	3.7471566	6.3259854	2.5602121353149414
6	Gene_7	h0	shared	389.5321	4.925835	6.7690053	2.3107004165649414
6	Gene_7	h1	0	665.67505	5.796208	6.9268923	1.9615448713302612
6	Gene_7	h1	1	665.67505	5.796208	6.9268923	4.094837665557861
7	Gene_8	h0	shared	235.94905	6.240452	6.8944445	1.821658968925476
7	Gene_8	h1	0	911.9035	6.081735	6.828124	1.741467833518982
7	Gene_8	h1	1	911.9035	6.081735	6.828124	2.2237932682037354
8	Gene_9	h0	shared	288.14273	4.531022	7.1433935	0.5126681327819824
8	Gene_9	h1	0	663.7704	5.156724	7.2461705	0.1322755664587021
8	Gene_9	h1	1	663.7704	5.156724	7.2461705	2.4646098613739014
9	Gene_10	h0	shared	408.75146	5.8453817	6.84683	0.48370006680488586
9	Gene_10	h1	0	575.2878	8.633026	7.526271	0.20348584651947021
9	Gene_10	h1	1	575.2878	8.633026	7.526271	1.9025431871414185
10	Gene_11	h0	shared	290.5818	4.5253563	6.8686795	0.05666927993297577
10	Gene_11	h1	0	733.71606	4.590434	6.897549	-0.05730556696653366
10	Gene_11	h1	1	733.71606	4.590434	6.897549	0.6976408958435059
11	Gene_12	h0	shared	217.92708	5.504874	6.690004	2.224766254425049
11	Gene_12	h1	0	651.9669	5.60646	6.6707525	2.0397207736968994
11	Gene_12	h1	1	651.9669	5.60646	6.6707525	3.185410737991333
12	Gene_13	h0	shared	244.02357	4.723452	6.690242	1.5245015621185303
12	Gene_13	h1	0	719.22314	6.6914434	7.261887	1.1872482299804688
12	Gene_13	h1	1	719.22314	6.6914434	7.261887	3.379456043243408
13	Gene_14	h0	shared	184.17784	3.9942355	6.9956384	1.8620166778564453
13	Gene_14	h1	0	686.96924	4.3010745	7.075167	1.56944739818573
13	Gene_14	h1	1	686.96924	4.3010745	7.075167	3.5419604778289795
14	Gene_15	h0	shared	185.84102	4.687698	6.9041076	0.8892269730567932
14	Gene_15	h1	0	808.17523	7.5837255	7.6379294	0.4986061751842499
14	Gene_15	h1	1	808.17523	7.5837255	7.6379294	3.042534589767456
15	Gene_16	h0	shared	113.61421	4.485792	6.5740533	2.057793378829956
15	Gene_16	h1	0	748.71765	4.471831	6.5473833	1.9192484617233276
15	Gene_16	h1	1	748.71765	4.471831	6.5473833	2.850619077682495
16	Gene_17	h0	shared	364.79285	4.165646	6.9314203	2.3845055103302
16	Gene_17	h1	0	634.012	4.8619533	7.0949917	2.001427412033081
