ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	342.57666	4.642485	6.515495	1.2899893522262573
0	Gene_1	h1	0	1066.4008	4.693039	6.534628	1.3381657600402832
0	Gene_1	h1	1	1066.4008	4.693039	6.534628	1.0245016813278198
1	Gene_2	h0	shared	313.34204	3.5854776	6.7821283	1.2819764614105225
1	Gene_2	h1	0	841.24207	4.150934	6.993071	1.596611738204956
1	Gene_2	h1	1	841.24207	4.150934	6.993071	-0.7146329283714294
2	Gene_3	h0	shared	345.25546	8.2281275	7.0887837	1.706427812576294
2	Gene_3	h1	0	573.59607	8.346331	7.131533	1.7610477209091187
2	Gene_3	h1	1	573.59607	8.346331	7.131533	1.470884084701538
3	Gene_4	h0	shared	154.86502	6.005366	7.272698	2.754519462585449
3	Gene_4	h1	0	978.21387	5.983607	7.277474	2.7156436443328857
3	Gene_4	h1	1	978.21387	5.983607	7.277474	2.9543473720550537
4	Gene_5	h0	shared	297.8348	3.38191	6.464837	2.6533708572387695
4	Gene_5	h1	0	993.0998	3.4001505	6.500633	2.6326839923858643
4	Gene_5	h1	1	993.0998	3.4001505	6.500633	2.798740863800049
5	Gene_6	h0	shared	274.30383	4.831813	6.769475	1.1321470737457275
5	Gene_6	h1	0	884.2535	4.8514557	6.7923174	1.1705310344696045
5	Gene_6	h1	1	884.2535	4.8514557	6.7923174	0.9240034222602844
6	Gene_7	h0	shared	263.0745	9.579063	8.211164	0.19401364028453827
6	Gene_7	h1	0	532.1143	9.677127	8.210312	0.0828297808766365
6	Gene_7	h1	1	532.1143	9.677127	8.210312	0.6848154664039612
7	Gene_8	h0	shared	187.73834	8.184275	8.748539	-0.583107590675354
7	Gene_8	h1	0	458.84445	8.338013	8.816664	-0.5180659294128418
7	Gene_8	h1	1	458.84445	8.338013	8.816664	-0.8764193654060364
8	Gene_9	h0	shared	174.19357	7.7902536	7.951964	0.7287749648094177
8	Gene_9	h1	0	647.891	7.738601	7.9273424	0.6803529262542725
8	Gene_9	h1	1	647.891	7.738601	7.9273424	0.9563585519790649
9	Gene_10	h0	shared	181.38097	6.6859097	7.2844057	0.6739947199821472
9	Gene_10	h1	0	486.50458	6.831412	7.3361683	0.6114102602005005
9	Gene_10	h1	1	486.50458	6.831412	7.3361683	0.9798429012298584
10	Gene_11	h0	shared	381.2996	6.169944	8.102936	-0.19600069522857666
10	Gene_11	h1	0	442.6807	7.5881925	8.486685	-0.4837275445461273
10	Gene_11	h1	1	442.6807	7.5881925	8.486685	1.262359380722046
11	Gene_12	h0	shared	315.99243	4.319736	6.873634	1.268646001815796
11	Gene_12	h1	0	741.9137	4.3051486	6.8670406	1.2813349962234497
11	Gene_12	h1	1	741.9137	4.3051486	6.8670406	1.1829177141189575
12	Gene_13	h0	shared	62.853172	8.933542	7.5777173	1.1814855337142944
12	Gene_13	h1	0	525.72314	8.66411	7.5646806	1.1595072746276855
12	Gene_13	h1	1	525.72314	8.66411	7.5646806	1.2292033433914185
13	Gene_14	h0	shared	302.6205	10.179896	8.223357	0.01791263185441494
13	Gene_14	h1	0	469.20694	10.205561	8.183031	-0.09285008907318115
13	Gene_14	h1	1	469.20694	10.205561	8.183031	0.5214271545410156
14	Gene_15	h0	shared	308.6283	5.1810427	6.8509007	1.5822476148605347
14	Gene_15	h1	0	915.6961	6.331637	7.1144824	1.2600404024124146
14	Gene_15	h1	1	915.6961	6.331637	7.1144824	3.2357401847839355
15	Gene_16	h0	shared	99.08785	8.823642	7.278982	0.7912366986274719
15	Gene_16	h1	0	523.4764	8.943337	7.30887	0.8705227971076965
15	Gene_16	h1	1	523.4764	8.943337	7.30887	0.41618162393569946
16	Gene_17	h0	shared	179.58104	3.8158815	6.7641196	0.9111887812614441
16	Gene_17	h1	0	634.56244	3.8528183	6.7690053	1.0675685405731201
16	Gene_17	h1	1	634.56244	3.8528183	6.7690053	-0.07093747705221176
17	Gene_18	h0	shared	343.2415	3.9957373	6.530034	2.325486898422241
17	Gene_18	h1	0	719.1382	4.0267863	6.5559645	2.3699963092803955
17	Gene_18	h1	1	719.1382	4.0267863	6.5559645	2.096935749053955
18	Gene_19	h0	shared	230.17886	9.546534	7.9282484	-0.0741286352276802
18	Gene_19	h1	0	559.46857	9.489223	7.9133325	-0.04922226071357727
18	Gene_19	h1	1	559.46857	9.489223	7.9133325	-0.18807215988636017
19	Gene_20	h0	shared	252.70125	7.055643	7.126509	0.6176481246948242
19	Gene_20	h1	0	720.6819	7.9183035	7.346498	0.7785406708717346
19	Gene_20	h1	1	720.6819	7.9183035	7.346498	-0.16391855478286743
20	Gene_21	h0	shared	102.65563	10.520427	8.139031	0.8100870847702026
20	Gene_21	h1	0	566.0925	10.34847	8.132644	0.8066209554672241
20	Gene_21	h1	1	566.0925	10.34847	8.132644	0.7920016646385193
21	Gene_22	h0	shared	548.64325	7.056648	7.3853383	0.9067228436470032
21	Gene_22	h1	0	591.3853	7.496575	7.505336	0.7889450192451477
21	Gene_22	h1	1	591.3853	7.496575	7.505336	1.4959778785705566
22	Gene_23	h0	shared	392.18643	3.9310608	6.4624147	1.8380399942398071
22	Gene_23	h1	0	1096.6332	4.5650296	6.654025	2.179417371749878
22	Gene_23	h1	1	1096.6332	4.5650296	6.654025	0.08107677847146988
23	Gene_24	h0	shared	115.77702	7.820417	8.2084	0.3811188340187073
23	Gene_24	h1	0	462.42752	7.762332	8.195228	0.38730791211128235
23	Gene_24	h1	1	462.42752	7.762332	8.195228	0.32318350672721863
24	Gene_25	h0	shared	165.77034	5.8565726	7.1084623	0.9543373584747314
24	Gene_25	h1	0	660.7035	6.125262	7.1676445	0.7885991930961609
24	Gene_25	h1	1	660.7035	6.125262	7.1676445	1.7975903749465942
25	Gene_26	h0	shared	171.89551	5.759363	7.143615	0.1635182946920395
25	Gene_26	h1	0	590.9024	6.1029696	7.2561436	0.29892241954803467
25	Gene_26	h1	1	590.9024	6.1029696	7.2561436	-0.5166933536529541
26	Gene_27	h0	shared	175.80634	5.5219874	6.6610117	1.6222039461135864
26	Gene_27	h1	0	911.6852	5.4620576	6.651825	1.6578938961029053
26	Gene_27	h1	1	911.6852	5.4620576	6.651825	1.431289553642273
27	Gene_28	h0	shared	468.18204	5.777379	8.149426	1.0280097723007202
27	Gene_28	h1	0	611.57526	5.806457	8.161209	1.0537770986557007
27	Gene_28	h1	1	611.57526	5.806457	8.161209	0.9131649136543274
28	Gene_29	h0	shared	376.09958	6.4774075	7.6529384	0.28296875953674316
28	Gene_29	h1	0	597.75006	7.149261	7.8709373	0.4333588480949402
28	Gene_29	h1	1	597.75006	7.149261	7.8709373	-0.4619652032852173
29	Gene_30	h0	shared	57.491722	15.690207	9.442775	-0.5295519828796387
29	Gene_30	h1	0	368.89426	15.035609	9.380753	-0.47768810391426086
29	Gene_30	h1	1	368.89426	15.035609	9.380753	-0.8608241677284241
30	Gene_31	h0	shared	198.05205	5.2358856	6.93655	0.08134512603282928
30	Gene_31	h1	0	563.65515	5.2070875	6.9239454	0.04797390103340149
30	Gene_31	h1	1	563.65515	5.2070875	6.9239454	0.24233455955982208
31	Gene_32	h0	shared	57.819298	11.76752	7.8052077	1.818854808807373
31	Gene_32	h1	0	415.55103	11.158155	7.7985277	1.7590495347976685
31	Gene_32	h1	1	415.55103	11.158155	7.7985277	2.0480759143829346
32	Gene_33	h0	shared	282.85992	7.039575	6.8277707	1.5693943500518799
32	Gene_33	h1	0	1096.6332	7.1157646	6.845135	1.6637977361679077
32	Gene_33	h1	1	1096.6332	7.1157646	6.845135	1.1172667741775513
33	Gene_34	h0	shared	128.77776	4.245513	6.6964087	0.6972703337669373
33	Gene_34	h1	0	675.5578	4.3522725	6.7478786	0.599662184715271
33	Gene_34	h1	1	675.5578	4.3522725	6.7478786	1.2483127117156982
34	Gene_35	h0	shared	129.0908	8.345122	7.7089605	2.432037591934204
34	Gene_35	h1	0	1072.5044	9.459859	8.00713	2.583437919616699
34	Gene_35	h1	1	1072.5044	9.459859	8.00713	1.7157396078109741
35	Gene_36	h0	shared	218.79921	6.787844	6.8671446	0.8756365180015564
35	Gene_36	h1	0	679.44385	6.776682	6.8651066	0.8202042579650879
35	Gene_36	h1	1	679.44385	6.776682	6.8651066	1.1376863718032837
36	Gene_37	h0	shared	234.64542	6.849383	7.7463007	2.7118797302246094
36	Gene_37	h1	0	918.67786	6.8113155	7.7457347	2.688081979751587
36	Gene_37	h1	1	918.67786	6.8113155	7.7457347	2.8075098991394043
37	Gene_38	h0	shared	163.02437	6.365218	7.2999725	0.26415571570396423
37	Gene_38	h1	0	559.29004	6.361384	7.324307	0.2509961426258087
37	Gene_38	h1	1	559.29004	6.361384	7.324307	0.32502877712249756
38	Gene_39	h0	shared	334.58356	3.599263	6.557569	1.4900538921356201
38	Gene_39	h1	0	689.51697	3.8183367	6.624151	1.7136129140853882
38	Gene_39	h1	1	689.51697	3.8183367	6.624151	0.16299280524253845
39	Gene_40	h0	shared	505.9479	3.8572679	6.8293204	1.9128438234329224
39	Gene_40	h1	0	1020.7624	3.945345	6.884301	1.8493160009384155
39	Gene_40	h1	1	1020.7624	3.945345	6.884301	2.3389928340911865
40	Gene_41	h0	shared	539.2736	6.6085305	7.565074	2.3703927993774414
40	Gene_41	h1	0	637.48303	6.6579823	7.5961227	2.331618070602417
40	Gene_41	h1	1	637.48303	6.6579823	7.5961227	2.556471109390259
41	Gene_42	h0	shared	327.47195	6.8884974	7.289233	1.393020510673523
41	Gene_42	h1	0	578.2294	6.9070234	7.29438	1.3342292308807373
41	Gene_42	h1	1	578.2294	6.9070234	7.29438	1.6670576333999634
42	Gene_43	h0	shared	176.15433	9.390577	7.1626334	1.2002638578414917
42	Gene_43	h1	0	529.1855	9.607682	7.1758637	1.3172426223754883
42	Gene_43	h1	1	529.1855	9.607682	7.1758637	0.6809719800949097
43	Gene_44	h0	shared	417.3352	6.4023476	6.960037	0.20653869211673737
43	Gene_44	h1	0	679.19055	6.658441	7.035155	0.14137907326221466
43	Gene_44	h1	1	679.19055	6.658441	7.035155	0.5520185232162476
44	Gene_45	h0	shared	231.34323	5.450681	7.942763	0.08816900849342346
44	Gene_45	h1	0	884.83093	5.594848	7.9926724	0.22701141238212585
44	Gene_45	h1	1	884.83093	5.594848	7.9926724	-0.6233758926391602
45	Gene_46	h0	shared	338.69742	12.145728	7.8547053	0.11615023761987686
45	Gene_46	h1	0	476.81317	12.150208	7.8744764	0.1349899023771286
45	Gene_46	h1	1	476.81317	12.150208	7.8744764	0.028103485703468323
46	Gene_47	h0	shared	370.23724	4.762736	6.9790964	1.399977684020996
46	Gene_47	h1	0	760.0917	4.9144716	7.029941	1.3027887344360352
46	Gene_47	h1	1	760.0917	4.9144716	7.029941	1.9661970138549805
47	Gene_48	h0	shared	272.4776	6.9281397	7.4686146	1.4152631759643555
47	Gene_48	h1	0	770.10016	7.013671	7.5059814	1.3824214935302734
47	Gene_48	h1	1	770.10016	7.013671	7.5059814	1.5828063488006592
48	Gene_49	h0	shared	191.72198	4.5025244	7.0132318	0.3815509080886841
48	Gene_49	h1	0	755.9447	4.486625	6.980966	0.3035855293273926
48	Gene_49	h1	1	755.9447	4.486625	6.980966	0.8255313634872437
49	Gene_50	h0	shared	398.99213	4.5426745	6.994525	0.5516117215156555
49	Gene_50	h1	0	704.40533	4.5550003	6.982862	0.4366336464881897
49	Gene_50	h1	1	704.40533	4.5550003	6.982862	1.2004259824752808
50	Gene_51	h0	shared	197.13794	7.238997	6.8999686	1.7817902565002441
50	Gene_51	h1	0	928.06586	8.084784	7.1058583	1.91376793384552
50	Gene_51	h1	1	928.06586	8.084784	7.1058583	1.1162930727005005
51	Gene_52	h0	shared	141.92496	6.1914015	7.671193	0.5713171362876892
51	Gene_52	h1	0	570.8737	6.402242	7.7373033	0.4395032227039337
51	Gene_52	h1	1	570.8737	6.402242	7.7373033	1.2272827625274658
52	Gene_53	h0	shared	155.43704	4.449431	6.341182	1.5669817924499512
52	Gene_53	h1	0	817.96844	4.411129	6.315992	1.679451823234558
52	Gene_53	h1	1	817.96844	4.411129	6.315992	0.885392427444458
53	Gene_54	h0	shared	221.69452	5.471587	7.0017	1.0113136768341064
53	Gene_54	h1	0	803.11237	5.4459343	6.994651	1.0003489255905151
53	Gene_54	h1	1	803.11237	5.4459343	6.994651	1.0697354078292847
54	Gene_55	h0	shared	599.04156	4.9351244	6.764411	0.6776934862136841
54	Gene_55	h1	0	817.54193	5.1957893	6.8633423	0.5491225123405457
54	Gene_55	h1	1	817.54193	5.1957893	6.8633423	1.389021635055542
55	Gene_56	h0	shared	268.73843	7.654911	7.201035	0.7587257027626038
55	Gene_56	h1	0	898.35834	7.9494367	7.314888	0.6964672803878784
55	Gene_56	h1	1	898.35834	7.9494367	7.314888	1.0581303834915161
56	Gene_57	h0	shared	125.84158	5.5190673	7.1098924	1.6940951347351074
56	Gene_57	h1	0	534.3572	5.5139413	7.139307	1.6489949226379395
56	Gene_57	h1	1	534.3572	5.5139413	7.139307	1.9215364456176758
57	Gene_58	h0	shared	316.387	4.871182	7.3009086	0.5149727463722229
57	Gene_58	h1	0	810.75476	4.8077393	7.2725344	0.5691269636154175
57	Gene_58	h1	1	810.75476	4.8077393	7.2725344	0.1898568868637085
58	Gene_59	h0	shared	239.61911	5.9713244	6.9693127	2.2554099559783936
58	Gene_59	h1	0	950.5338	5.9296308	6.9575644	2.2707698345184326
58	Gene_59	h1	1	950.5338	5.9296308	6.9575644	2.1743249893188477
59	Gene_60	h0	shared	156.71616	9.270923	7.5820107	0.8887765407562256
59	Gene_60	h1	0	438.584	9.41045	7.6313186	0.8344011902809143
59	Gene_60	h1	1	438.584	9.41045	7.6313186	1.1369565725326538
60	Gene_61	h0	shared	202.82637	6.152386	7.0539546	0.8143385648727417
60	Gene_61	h1	0	716.8204	7.544881	7.4369483	0.5689606070518494
