label	n_genes	n_samples_per_replicate	n_replicates	total_importance_samples	proposal	mix	q_scale	pearson_elbo_vs_is_h0_nll	spearman_elbo_vs_is_h0_nll	mae_h0_nll	median_is_minus_elbo_h0_nll	pearson_elbo_vs_is_h1_nll	spearman_elbo_vs_is_h1_nll	mae_h1_nll	median_is_minus_elbo_h1_nll	pearson_elbo_lr_vs_is_lr	spearman_elbo_lr_vs_is_lr	mae_lr	median_is_minus_elbo_lr	min_ess	median_min_ess	median_min_ess_fraction	median_lr_replicate_mc_se	max_lr_replicate_mc_se
t5r5	40	512	3	1536	overdispersed	0.8	2.0	0.9998750716057014	0.9981238273921202	13.41854143871305	-13.105676384528124	0.9998715437215181	0.998874296435272	10.226240051037248	-9.688512386927073	0.9878830946856875	0.9868667917448407	6.564746072007813	-4.3940123359375	1.0031784772872925	1.6805789470672607	0.0010941269186634998	3.012986183166504	8.437536239624023
