"gene","ou1_conv","ou1_theta","ou1_alpha","ou1_sigma_sq","ou1_gamma","ou1_loglik","ou2_conv","ou2_theta","ou2_alpha","ou2_sigma_sq","ou2_gamma","ou2_loglik","brown_conv","brown_theta","brown_sigma_sq","brown_gamma","brown_loglik","ou2_vs_bm_pvalue","ou2_vs_ou1_pvalue","qvalue","adaptive"
1,1,1.81244072164485,1.07788870236836e-09,0.0916334061654233,20.4807070068234,-1236.6346490474,1,1.53202479956621,0.0209329758570324,0.0940766382990226,20.0710819660782,-1224.48254377549,1,1.81243761596743,0.0916453584311639,20.4773015836571,-1236.63464874857,5.27725240739851e-06,8.22590801252687e-07,5.27725240739851e-06,"True"
1,1,1.81244072164485,1.07788870236836e-09,0.0916334061654233,20.4807070068234,-1236.6346490474,1,9.78977655272911,0.0209329758570324,0.0940766382990226,20.0710819660782,-1224.48254377549,1,1.81243761596743,0.0916453584311639,20.4773015836571,-1236.63464874857,5.27725240739851e-06,8.22590801252687e-07,5.27725240739851e-06,"True"
2,1,2.74006177561803,0.0742145964428435,0.442872872036247,5.51289826703563,-1380.84713326295,1,2.6572699310198,0.076622934558576,0.449958835016393,5.412624426573,-1380.29831378877,1,2.7497826644671,0.175301891889801,16.113681784764,-1386.43053395783,0.00217175394338165,0.00046167165663169,0.00217175394338165,"True"
2,1,2.74006177561803,0.0742145964428435,0.442872872036247,5.51289826703563,-1380.84713326295,1,3.41114955092624,0.076622934558576,0.449958835016393,5.412624426573,-1380.29831378877,1,2.7497826644671,0.175301891889801,16.113681784764,-1386.43053395783,0.00217175394338165,0.00046167165663169,0.00217175394338165,"True"
3,1,1.5250622921756,0.0642630348429562,0.210924016643825,6.1831775513096,-1173.29343928883,1,1.42829701786897,0.0667690525832345,0.212032810402082,6.15126186733488,-1171.96200898497,1,1.55686589431045,0.0830278704719868,18.3709556269373,-1177.44426957305,0.00415991520607117,0.000928729418033125,0.00415991520607117,"True"
3,1,1.5250622921756,0.0642630348429562,0.210924016643825,6.1831775513096,-1173.29343928883,1,2.37764883832222,0.0667690525832345,0.212032810402082,6.15126186733488,-1171.96200898497,1,1.55686589431045,0.0830278704719868,18.3709556269373,-1177.44426957305,0.00415991520607117,0.000928729418033125,0.00415991520607117,"True"
4,1,2.18864322407414,0.0382189141791,0.185347410234367,14.8033556064368,-1354.36633270316,1,1.97851609364356,0.0450518405125023,0.183495708921223,15.0083685691529,-1349.96745151755,1,2.19959961496815,0.0894071439589314,33.2890652189672,-1355.58894676293,0.00361922543100524,0.000799242774651598,0.00361922543100524,"True"
4,1,2.18864322407414,0.0382189141791,0.185347410234367,14.8033556064368,-1354.36633270316,1,4.70342087280392,0.0450518405125023,0.183495708921223,15.0083685691529,-1349.96745151755,1,2.19959961496815,0.0894071439589314,33.2890652189672,-1355.58894676293,0.00361922543100524,0.000799242774651598,0.00361922543100524,"True"
5,1,1.82993544010544,0.00920109798483966,0.112712782329696,17.7360768016868,-1260.1251280082,1,1.52620489143627,0.0292659413355793,0.121275184752268,16.4067162030791,-1249.37819537473,1,1.82917739469457,0.0969134713588167,20.9274002272274,-1260.20426163003,1.98746351405266e-05,3.26846436571326e-06,1.98746351405266e-05,"True"
5,1,1.82993544010544,0.00920109798483966,0.112712782329696,17.7360768016868,-1260.1251280082,1,7.20875566044114,0.0292659413355793,0.121275184752268,16.4067162030791,-1249.37819537473,1,1.82917739469457,0.0969134713588167,20.9274002272274,-1260.20426163003,1.98746351405266e-05,3.26846436571326e-06,1.98746351405266e-05,"True"
6,1,1.99595470781142,0.0361019426299798,0.20438081935323,7.19649183598614,-1218.73456058489,1,1.85029853873575,0.0346869167353117,0.193647787049969,7.67562095241017,-1216.61401037917,1,2.01545475465969,0.122338583775001,13.1009749820053,-1220.40551164862,0.0225617052147272,0.00589212159273889,0.0225617052147272,"True"
6,1,1.99595470781142,0.0361019426299798,0.20438081935323,7.19649183598614,-1218.73456058489,1,4.23310356449092,0.0346869167353117,0.193647787049969,7.67562095241017,-1216.61401037917,1,2.01545475465969,0.122338583775001,13.1009749820053,-1220.40551164862,0.0225617052147272,0.00589212159273889,0.0225617052147272,"True"
7,1,2.75445609032042,0.0716754859338871,0.40358867345491,6.71722211646867,-1395.47690319638,1,2.54514261755616,0.0900811590947032,0.457721290160837,5.79916462391824,-1391.05397868493,1,2.69597834816241,0.1233363567971,26.445072672661,-1398.44874041169,0.000614463071007321,0.000120201438748024,0.000614463071007321,"True"
7,1,2.75445609032042,0.0716754859338871,0.40358867345491,6.71722211646867,-1395.47690319638,1,4.42387052914358,0.0900811590947032,0.457721290160837,5.79916462391824,-1391.05397868493,1,2.69597834816241,0.1233363567971,26.445072672661,-1398.44874041169,0.000614463071007321,0.000120201438748024,0.000614463071007321,"True"
8,1,1.24297108577669,0.0594430314987232,0.190463105206241,5.85871396346169,-1132.58819508264,1,1.05624732399125,0.0769447672347497,0.207633054825335,5.31978966519516,-1126.61260098604,1,1.22168030929841,0.0816907242279243,15.8464018191751,-1135.70941392228,0.000112022262260147,1.99545557968417e-05,0.000112022262260147,"True"
8,1,1.24297108577669,0.0594430314987232,0.190463105206241,5.85871396346169,-1132.58819508264,1,2.80453253809047,0.0769447672347497,0.207633054825335,5.31978966519516,-1126.61260098604,1,1.22168030929841,0.0816907242279243,15.8464018191751,-1135.70941392228,0.000112022262260147,1.99545557968417e-05,0.000112022262260147,"True"
9,1,1.14346771349846,1.8731149128289e-10,0.0712394020206917,14.6879211652909,-1073.069754828,1,0.961790067501454,2.95851010632628e-09,0.0639133276047588,16.5963042555104,-1067.76820412433,1,1.14346720829193,0.0712365824069149,14.688699651797,-1073.06975521325,0.00498385750233976,0.00112898079171242,0.00498385750233976,"True"
9,1,1.14346771349846,1.8731149128289e-10,0.0712394020206917,14.6879211652909,-1073.069754828,1,29260927.9029895,2.95851010632628e-09,0.0639133276047588,16.5963042555104,-1067.76820412433,1,1.14346720829193,0.0712365824069149,14.688699651797,-1073.06975521325,0.00498385750233976,0.00112898079171242,0.00498385750233976,"True"
10,1,2.60258657259271,0.0604061815632532,0.427748689958953,6.29776525167435,-1408.60429844442,1,2.35139206870335,0.0687562018527962,0.43508208962775,6.18745280453724,-1403.90478860091,1,2.57502299691691,0.168653705465829,18.8184146907611,-1412.36043346672,0.00021269637773913,3.91679335109973e-05,0.00021269637773913,"True"
10,1,2.60258657259271,0.0604061815632532,0.427748689958953,6.29776525167435,-1408.60429844442,1,4.87218626800992,0.0687562018527962,0.43508208962775,6.18745280453724,-1403.90478860091,1,2.57502299691691,0.168653705465829,18.8184146907611,-1412.36043346672,0.00021269637773913,3.91679335109973e-05,0.00021269637773913,"True"
11,1,1.70229147863171,0.031872097958525,0.159988606335023,11.4710919603563,-1249.31241009103,1,1.51470635092807,0.0502721037439307,0.185000182435333,9.79401205188941,-1245.07786274408,1,1.6770563644485,0.0960209014477971,20.3921689856315,-1250.64406915881,0.00382496326858839,0.000848321695866017,0.00382496326858839,"True"
11,1,1.70229147863171,0.031872097958525,0.159988606335023,11.4710919603563,-1249.31241009103,1,3.92345603326876,0.0502721037439307,0.185000182435333,9.79401205188941,-1245.07786274408,1,1.6770563644485,0.0960209014477971,20.3921689856315,-1250.64406915881,0.00382496326858839,0.000848321695866017,0.00382496326858839,"True"
12,1,0.513774906395734,0.0831865806376033,0.100042494645392,5.9206864812305,-909.12348864338,1,0.422114392327299,0.083125039923509,0.093084434977805,6.48107933200327,-905.735683559679,1,0.496474507491508,0.0316351207568163,22.3784517435549,-915.699713457233,4.70626955380027e-05,8.04114333796679e-06,4.70626955380027e-05,"True"
12,1,0.513774906395734,0.0831865806376033,0.100042494645392,5.9206864812305,-909.12348864338,1,1.21799356955085,0.083125039923509,0.093084434977805,6.48107933200327,-905.735683559679,1,0.496474507491508,0.0316351207568163,22.3784517435549,-915.699713457233,4.70626955380027e-05,8.04114333796679e-06,4.70626955380027e-05,"True"
13,1,1.60348494802155,0.0525928083877543,0.169588688330285,10.3727523838169,-1228.89019072361,1,1.46254536248342,0.0572452179807861,0.166189603473766,10.6754219972249,-1226.003413685,1,1.58327929981551,0.0727673690765164,26.8262497318375,-1231.76783753319,0.00313720234800763,0.000685244751173597,0.00313720234800763,"True"
13,1,1.60348494802155,0.0525928083877543,0.169588688330285,10.3727523838169,-1228.89019072361,1,3.0255850431028,0.0572452179807861,0.166189603473766,10.6754219972249,-1226.003413685,1,1.58327929981551,0.0727673690765164,26.8262497318375,-1231.76783753319,0.00313720234800763,0.000685244751173597,0.00313720234800763,"True"
14,1,2.44296357422997,1.4445969657565e-09,0.0860613165747489,31.1913119792234,-1325.84303279227,1,2.31486172330138,0.00230186004126702,0.0845612779172585,31.8210541362732,-1323.92678732933,1,2.44296357095154,0.0860613247680664,31.1913082819369,-1325.84303282236,0.147158433594916,0.0502681731487087,0.147158433594916,"False"
14,1,2.44296357422997,1.4445969657565e-09,0.0860613165747489,31.1913119792234,-1325.84303279227,1,29.5670169523359,0.00230186004126702,0.0845612779172585,31.8210541362732,-1323.92678732933,1,2.44296357095154,0.0860613247680664,31.1913082819369,-1325.84303282236,0.147158433594916,0.0502681731487087,0.147158433594916,"False"
15,1,2.3741815290696,1e-10,0.0751780417909736,37.8706646519406,-1334.47938935468,1,2.16832579974469,0.0109089965705086,0.0778571419688792,36.581041443357,-1329.42889282898,1,2.37418103302362,0.0751873371318611,37.8651109343151,-1334.47938941652,0.00640615144125589,0.00148189438527058,0.00640615144125589,"True"
15,1,2.3741815290696,1e-10,0.0751780417909736,37.8706646519406,-1334.47938935468,1,11.5106301924108,0.0109089965705086,0.0778571419688792,36.581041443357,-1329.42889282898,1,2.37418103302362,0.0751873371318611,37.8651109343151,-1334.47938941652,0.00640615144125589,0.00148189438527058,0.00640615144125589,"True"
16,1,1.41153977040601,0.0184106024688037,0.106100568438743,13.9047247120914,-1173.39389786019,1,1.26558978498611,0.0228463515571514,0.107573303323874,13.6777140997942,-1170.38849601719,1,1.40468189394489,0.0786014644122442,19.4218271984599,-1173.68414240664,0.0370440923963982,0.010247872747753,0.0370440923963982,"True"
