ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	326.57544	4.1229243	7.0792384	-0.22398241
0	Gene_1	h1	0	519.7755	11.038078	9.150999	-0.6646780967712402
0	Gene_1	h1	1	519.7755	11.038078	9.150999	2.616878032684326
1	Gene_2	h0	shared	164.0901	4.919028	6.599606	2.6641357
1	Gene_2	h1	0	855.1223	9.349884	7.7546954	2.3169736862182617
1	Gene_2	h1	1	855.1223	9.349884	7.7546954	4.935596942901611
2	Gene_3	h0	shared	168.22652	5.1002145	6.74264	2.2332509
2	Gene_3	h1	0	937.31195	5.4911	6.9159737	2.3427059650421143
2	Gene_3	h1	1	937.31195	5.4911	6.9159737	1.6562187671661377
3	Gene_4	h0	shared	610.07965	4.417917	6.2647223	1.9289477
3	Gene_4	h1	0	1073.8441	6.918227	6.9736624	1.5957815647125244
3	Gene_4	h1	1	1073.8441	6.918227	6.9736624	3.984194040298462
4	Gene_5	h0	shared	166.3015	6.169618	7.0310493	3.4481137
4	Gene_5	h1	0	834.25665	8.7860155	7.8090677	3.1777312755584717
4	Gene_5	h1	1	834.25665	8.7860155	7.8090677	4.798454761505127
5	Gene_6	h0	shared	179.04366	4.9999127	6.8649716	1.2864164
5	Gene_6	h1	0	584.3985	9.858683	8.197524	0.943048894405365
5	Gene_6	h1	1	584.3985	9.858683	8.197524	3.233077049255371
6	Gene_7	h0	shared	595.50116	5.076434	6.9500937	2.0037212
6	Gene_7	h1	0	547.7798	7.5322547	7.685266	1.6699389219284058
6	Gene_7	h1	1	547.7798	7.5322547	7.685266	3.898810625076294
7	Gene_8	h0	shared	61.654327	12.78323	8.9568205	0.6747647
7	Gene_8	h1	0	632.52576	12.392055	8.96453	0.689230740070343
7	Gene_8	h1	1	632.52576	12.392055	8.96453	0.5650519728660583
8	Gene_9	h0	shared	268.40088	4.6573377	6.9544826	1.4850985
8	Gene_9	h1	0	638.9852	4.848335	7.0352855	1.3484023809432983
8	Gene_9	h1	1	638.9852	4.848335	7.0352855	2.238539934158325
9	Gene_10	h0	shared	179.3919	4.770478	6.9904017	2.190313
9	Gene_10	h1	0	679.05707	5.2150993	7.1744723	2.0123491287231445
9	Gene_10	h1	1	679.05707	5.2150993	7.1744723	3.1622250080108643
10	Gene_11	h0	shared	260.92035	3.273345	6.9341455	0.40482712
10	Gene_11	h1	0	871.1573	6.436658	8.146241	-0.17220978438854218
10	Gene_11	h1	1	871.1573	6.436658	8.146241	3.8582563400268555
11	Gene_12	h0	shared	256.3304	9.02647	7.7662086	2.2662315
11	Gene_12	h1	0	793.15045	9.38461	7.8436165	2.1559226512908936
11	Gene_12	h1	1	793.15045	9.38461	7.8436165	2.7739226818084717
12	Gene_13	h0	shared	597.7595	5.9718614	7.7022614	-0.26495868
12	Gene_13	h1	0	471.56967	6.643222	7.8495135	-0.5035113096237183
12	Gene_13	h1	1	471.56967	6.643222	7.8495135	0.984268844127655
13	Gene_14	h0	shared	183.7431	4.9530077	7.0436296	2.5407035
13	Gene_14	h1	0	677.36285	6.833011	7.661312	2.2100136280059814
13	Gene_14	h1	1	677.36285	6.833011	7.661312	4.316275119781494
14	Gene_15	h0	shared	103.193245	6.867377	7.419435	0.8245147
14	Gene_15	h1	0	712.98364	6.8242836	7.416498	0.8316488862037659
