ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	548.8573	6.8177238	7.007538	0.82188606
0	Gene_1	h1	0	775.24945	8.160246	7.3464513	0.6481543183326721
0	Gene_1	h1	1	775.24945	8.160246	7.3464513	1.659388542175293
1	Gene_2	h0	shared	541.94916	6.2113695	7.352541	1.3283205
1	Gene_2	h1	0	802.6484	6.255412	7.3860135	1.3389827013015747
1	Gene_2	h1	1	802.6484	6.255412	7.3860135	1.270723819732666
2	Gene_3	h0	shared	81.99879	7.1115813	7.560423	1.367338
2	Gene_3	h1	0	730.53253	7.769129	7.7491045	1.1602524518966675
2	Gene_3	h1	1	730.53253	7.769129	7.7491045	2.32389235496521
3	Gene_4	h0	shared	289.68265	4.6108184	6.29746	2.5605476
3	Gene_4	h1	0	1096.6332	11.885488	7.8502254	2.076552629470825
3	Gene_4	h1	1	1096.6332	11.885488	7.8502254	5.038691997528076
4	Gene_5	h0	shared	346.23212	5.4711576	7.3048115	0.002923836
4	Gene_5	h1	0	523.6224	7.9855666	7.93525	-0.31964966654777527
4	Gene_5	h1	1	523.6224	7.9855666	7.93525	1.9148529767990112
5	Gene_6	h0	shared	106.792114	5.6807227	6.7699294	1.0403036
5	Gene_6	h1	0	561.0661	8.47709	7.501548	0.7532405257225037
5	Gene_6	h1	1	561.0661	8.47709	7.501548	2.648261070251465
6	Gene_7	h0	shared	225.727	5.478644	6.8096704	0.9877299
6	Gene_7	h1	0	588.27527	5.59178	6.845816	0.8800907135009766
6	Gene_7	h1	1	588.27527	5.59178	6.845816	1.5372724533081055
7	Gene_8	h0	shared	246.70775	5.868031	7.3137236	-0.21341398
7	Gene_8	h1	0	466.9475	9.687659	8.226291	-0.4987903833389282
7	Gene_8	h1	1	466.9475	9.687659	8.226291	1.464340329170227
8	Gene_9	h0	shared	193.21507	3.5406127	5.8718863	0.8210435
8	Gene_9	h1	0	1096.6332	3.552691	5.8655787	0.950584888458252
8	Gene_9	h1	1	1096.6332	3.552691	5.8655787	-0.004159692674875259
9	Gene_10	h0	shared	414.24823	3.9122899	6.591975	1.0135714
9	Gene_10	h1	0	669.2278	6.019513	7.4654837	0.5796234011650085
9	Gene_10	h1	1	669.2278	6.019513	7.4654837	3.107604503631592
10	Gene_11	h0	shared	220.66254	4.426731	6.793124	1.9730253
10	Gene_11	h1	0	811.97925	7.256458	7.6815186	1.6110807657241821
10	Gene_11	h1	1	811.97925	7.256458	7.6815186	4.201838970184326
11	Gene_12	h0	shared	370.09903	7.970576	7.2922273	1.2240056
11	Gene_12	h1	0	549.04156	8.324308	7.3656063	1.1061716079711914
11	Gene_12	h1	1	549.04156	8.324308	7.3656063	1.7851868867874146
12	Gene_13	h0	shared	278.08606	4.773779	7.8279305	-0.97271776
12	Gene_13	h1	0	344.01126	14.928249	10.289944	-1.435640573501587
12	Gene_13	h1	1	344.01126	14.928249	10.289944	2.0144758224487305
13	Gene_14	h0	shared	462.56604	6.0253673	7.516548	1.7594355
13	Gene_14	h1	0	601.08966	8.010377	8.102087	2.065276861190796
13	Gene_14	h1	1	601.08966	8.010377	8.102087	0.4123486578464508
14	Gene_15	h0	shared	371.41788	4.0043507	6.565786	1.0154806
14	Gene_15	h1	0	648.383	7.7259274	7.6062183	0.655859649181366
14	Gene_15	h1	1	648.383	7.7259274	7.6062183	3.8663766384124756
15	Gene_16	h0	shared	726.19745	4.2857394	6.3873916	2.5793104
15	Gene_16	h1	0	991.03925	5.5807495	6.779686	2.3048112392425537
15	Gene_16	h1	1	991.03925	5.5807495	6.779686	4.347659111022949
16	Gene_17	h0	shared	189.04684	4.7068505	7.1137943	0.8279139
16	Gene_17	h1	0	736.10144	4.965376	7.2213902	0.6807161569595337
16	Gene_17	h1	1	736.10144	4.965376	7.2213902	1.6820955276489258
17	Gene_18	h0	shared	246.8897	3.7738938	6.04875	1.3552722
17	Gene_18	h1	0	742.7848	5.4076	6.613666	0.9606914520263672
17	Gene_18	h1	1	742.7848	5.4076	6.613666	3.3217153549194336
18	Gene_19	h0	shared	943.31934	5.3997836	6.9472523	2.534947
18	Gene_19	h1	0	1096.6332	5.5569286	6.97969	2.437493085861206
18	Gene_19	h1	1	1096.6332	5.5569286	6.97969	3.1054627895355225
19	Gene_20	h0	shared	124.25546	5.5464215	6.9665146	1.9616643
19	Gene_20	h1	0	750.27515	5.8615108	7.0942025	1.8332369327545166
19	Gene_20	h1	1	750.27515	5.8615108	7.0942025	2.637444496154785
20	Gene_21	h0	shared	133.48341	5.2089124	6.836829	0.69936335
20	Gene_21	h1	0	635.66266	6.2045035	7.1881604	0.5009672045707703
20	Gene_21	h1	1	635.66266	6.2045035	7.1881604	1.8797065019607544
21	Gene_22	h0	shared	175.07436	12.725556	9.269056	-0.53158
21	Gene_22	h1	0	393.43054	13.152752	9.361264	-0.6267224550247192
