ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	278.9238	3.9697182	7.4887123	0.24822482
0	Gene_1	h1	0	381.82703	8.219303	9.227331	-0.21708698570728302
0	Gene_1	h1	1	381.82703	8.219303	9.227331	2.934603691101074
1	Gene_2	h0	shared	41.30971	3.561275	8.665961	0.74825704
1	Gene_2	h1	0	34.975773	9.414427	11.024854	-0.026450874283909798
1	Gene_2	h1	1	34.975773	9.414427	11.024854	5.211628437042236
2	Gene_3	h0	shared	53.53324	7.34687	8.338561	0.11781191
2	Gene_3	h1	0	493.81635	8.967016	8.7533455	-0.1652751863002777
2	Gene_3	h1	1	493.81635	8.967016	8.7533455	1.5184465646743774
3	Gene_4	h0	shared	80.36801	9.754522	9.095581	1.0803174
3	Gene_4	h1	0	558.8404	10.5545635	9.293729	0.8756243586540222
3	Gene_4	h1	1	558.8404	10.5545635	9.293729	1.9900233745574951
4	Gene_5	h0	shared	90.50603	6.1953907	9.344927	0.42426124
4	Gene_5	h1	0	319.8508	6.5968637	9.553691	0.26032668352127075
4	Gene_5	h1	1	319.8508	6.5968637	9.553691	1.2457330226898193
5	Gene_6	h0	shared	53.838654	4.428554	8.131446	2.339284
5	Gene_6	h1	0	151.82405	7.9834213	9.857506	1.8085216283798218
5	Gene_6	h1	1	151.82405	7.9834213	9.857506	4.741601467132568
6	Gene_7	h0	shared	62.38314	8.483963	9.186022	0.41207024
6	Gene_7	h1	0	392.15466	12.085568	10.032907	0.06374015659093857
6	Gene_7	h1	1	392.15466	12.085568	10.032907	2.069401502609253
7	Gene_8	h0	shared	12.624229	4.344378	8.077856	1.6375774
7	Gene_8	h1	0	9.619851	11.647151	10.359346	1.1551669836044312
7	Gene_8	h1	1	9.619851	11.647151	10.359346	5.046785354614258
8	Gene_9	h0	shared	13.511605	10.76729	10.085922	1.2818605
8	Gene_9	h1	0	8.471385	15.220783	10.58413	1.0329718589782715
8	Gene_9	h1	1	8.471385	15.220783	10.58413	2.6429855823516846
9	Gene_10	h0	shared	70.61117	17.208664	10.787704	-0.71174407
9	Gene_10	h1	0	60.507618	23.836126	11.089216	-0.9896104335784912
9	Gene_10	h1	1	60.507618	23.836126	11.089216	0.787032425403595
10	Gene_11	h0	shared	25.924866	4.0589194	8.337749	2.1904552
10	Gene_11	h1	0	26.05468	4.712035	8.70397	1.8854155540466309
10	Gene_11	h1	1	26.05468	4.712035	8.70397	3.849918842315674
11	Gene_12	h0	shared	37.605244	7.414427	9.596503	2.7102575
11	Gene_12	h1	0	39.935642	13.192575	11.190198	2.2869017124176025
11	Gene_12	h1	1	39.935642	13.192575	11.190198	4.90165376663208
12	Gene_13	h0	shared	57.729538	8.285188	9.325871	2.4100065
12	Gene_13	h1	0	426.67682	8.206991	9.439342	2.401623249053955
12	Gene_13	h1	1	426.67682	8.206991	9.439342	2.418189287185669
13	Gene_14	h0	shared	62.966297	3.4979544	7.6392584	0.8355375
13	Gene_14	h1	0	494.55295	4.5786824	8.140726	0.36178553104400635
13	Gene_14	h1	1	494.55295	4.5786824	8.140726	3.7975151538848877
14	Gene_15	h0	shared	19.196482	15.556925	10.679922	0.8879901
14	Gene_15	h1	0	84.02883	15.9203615	10.913673	0.6689015626907349
14	Gene_15	h1	1	84.02883	15.9203615	10.913673	1.681728720664978
15	Gene_16	h0	shared	85.4295	3.613816	7.1980696	1.7067682
15	Gene_16	h1	0	128.62659	8.289493	8.929074	1.1471376419067383
15	Gene_16	h1	1	128.62659	8.289493	8.929074	5.399529933929443
16	Gene_17	h0	shared	44.540997	5.557745	8.393917	1.6036248
16	Gene_17	h1	0	158.53535	5.8984504	8.601998	1.3908711671829224
16	Gene_17	h1	1	158.53535	5.8984504	8.601998	2.7027828693389893
17	Gene_18	h0	shared	49.616848	4.0620275	7.9207406	1.2979507
17	Gene_18	h1	0	383.62866	5.547334	8.671712	0.8943434357643127
17	Gene_18	h1	1	383.62866	5.547334	8.671712	3.54254412651062
18	Gene_19	h0	shared	229.6121	4.563532	7.6346703	1.0392226
18	Gene_19	h1	0	364.3344	8.407895	8.770022	0.5635990500450134
