ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	41.24121	6.011223	8.564319	2.4603400230407715
0	Gene_1	h1	0	42.914936	6.0004444	8.51615	2.313535690307617
0	Gene_1	h1	1	42.914936	6.0004444	8.51615	3.2020716667175293
1	Gene_2	h0	shared	36.456017	6.267303	9.363927	1.9060603380203247
1	Gene_2	h1	0	269.14868	6.2503486	9.5463	1.8249597549438477
1	Gene_2	h1	1	269.14868	6.2503486	9.5463	2.244913101196289
2	Gene_3	h0	shared	28.805878	7.3695803	8.727848	0.9890766143798828
2	Gene_3	h1	0	64.588936	11.841502	9.945906	0.6069958209991455
2	Gene_3	h1	1	64.588936	11.841502	9.945906	2.9535913467407227
3	Gene_4	h0	shared	76.30469	5.5336723	8.508688	1.9531790018081665
3	Gene_4	h1	0	311.23572	5.4061604	8.419622	1.7117222547531128
3	Gene_4	h1	1	311.23572	5.4061604	8.419622	3.234219551086426
4	Gene_5	h0	shared	10.242285	23.567715	14.139364	-2.634378433227539
4	Gene_5	h1	0	121.854515	22.84724	14.291507	-2.7908334732055664
4	Gene_5	h1	1	121.854515	22.84724	14.291507	-2.372162342071533
5	Gene_6	h0	shared	74.89248	6.631015	9.803569	0.5249080657958984
5	Gene_6	h1	0	218.68854	7.6086984	10.108285	0.1962238997220993
5	Gene_6	h1	1	218.68854	7.6086984	10.108285	2.151984214782715
6	Gene_7	h0	shared	134.30542	8.625999	9.748582	-0.9104474186897278
6	Gene_7	h1	0	345.52325	9.660811	10.028158	-1.1089179515838623
6	Gene_7	h1	1	345.52325	9.660811	10.028158	0.09270109981298447
7	Gene_8	h0	shared	83.50907	7.991389	8.87102	1.7894529104232788
7	Gene_8	h1	0	171.94676	9.466776	9.103707	1.4425002336502075
7	Gene_8	h1	1	171.94676	9.466776	9.103707	3.33782696723938
8	Gene_9	h0	shared	67.62088	4.7910542	7.7871666	0.9921118021011353
8	Gene_9	h1	0	371.10297	5.1718955	7.9453316	0.7132468819618225
8	Gene_9	h1	1	371.10297	5.1718955	7.9453316	2.463040351867676
9	Gene_10	h0	shared	49.522892	11.352255	11.657528	-1.1423419713974
9	Gene_10	h1	0	33.49483	12.779105	11.8210745	-1.4034843444824219
9	Gene_10	h1	1	33.49483	12.779105	11.8210745	0.12601512670516968
10	Gene_11	h0	shared	126.88658	8.582894	10.529133	2.2017383575439453
10	Gene_11	h1	0	424.50845	10.328825	11.1825695	1.9124925136566162
10	Gene_11	h1	1	424.50845	10.328825	11.1825695	3.4140372276306152
11	Gene_12	h0	shared	58.793667	5.2263975	8.431452	1.7421294450759888
