ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	286.7588	8.082515	7.4879894	0.7193868160247803
0	Gene_1	h1	0	429.4299	9.50857	7.7051377	0.47925645112991333
0	Gene_1	h1	1	429.4299	9.50857	7.7051377	1.843137502670288
1	Gene_2	h0	shared	87.83135	4.0646496	7.175573	-0.0701039731502533
1	Gene_2	h1	0	532.90375	4.5262766	7.1915765	-0.4836992621421814
1	Gene_2	h1	1	532.90375	4.5262766	7.1915765	2.19091796875
2	Gene_3	h0	shared	321.09747	3.2702506	6.7954783	1.1262574195861816
2	Gene_3	h1	0	888.3055	4.0924883	6.909168	0.6214670538902283
2	Gene_3	h1	1	888.3055	4.0924883	6.909168	4.313528537750244
3	Gene_4	h0	shared	119.84898	4.397322	6.716497	0.9279269576072693
3	Gene_4	h1	0	937.8605	5.985498	6.7913322	0.3614555597305298
3	Gene_4	h1	1	937.8605	5.985498	6.7913322	3.7134838104248047
4	Gene_5	h0	shared	330.84708	3.997586	6.7821875	2.1828196048736572
4	Gene_5	h1	0	877.1024	5.05455	6.9645314	1.701365351676941
4	Gene_5	h1	1	877.1024	5.05455	6.9645314	4.79152250289917
5	Gene_6	h0	shared	184.41238	5.4573727	6.9117403	1.0124788284301758
5	Gene_6	h1	0	841.3452	6.669118	7.073378	0.6816337704658508
5	Gene_6	h1	1	841.3452	6.669118	7.073378	2.8117446899414062
6	Gene_7	h0	shared	274.98276	5.046662	7.2213216	2.2790212631225586
6	Gene_7	h1	0	983.6984	7.4168987	7.671562	1.7836629152297974
6	Gene_7	h1	1	983.6984	7.4168987	7.671562	4.574105739593506
7	Gene_8	h0	shared	242.19928	5.0769424	7.1794624	1.8858479261398315
7	Gene_8	h1	0	562.52203	5.959874	7.401291	1.5497751235961914
7	Gene_8	h1	1	562.52203	5.959874	7.401291	3.5636563301086426
8	Gene_9	h0	shared	144.878	6.2032666	7.08322	2.1703240871429443
8	Gene_9	h1	0	792.9645	6.8871894	7.1792316	1.9057989120483398
8	Gene_9	h1	1	792.9645	6.8871894	7.1792316	3.4964237213134766
9	Gene_10	h0	shared	220.10852	5.0854006	6.888028	2.032775402069092
9	Gene_10	h1	0	920.26105	6.33375	6.9152966	1.5605592727661133
9	Gene_10	h1	1	920.26105	6.33375	6.9152966	4.379652976989746
10	Gene_11	h0	shared	183.97404	4.8709574	6.5966306	1.6208664178848267
10	Gene_11	h1	0	716.7989	6.4897504	7.018728	1.295377492904663
10	Gene_11	h1	1	716.7989	6.4897504	7.018728	3.460571050643921
11	Gene_12	h0	shared	340.26666	4.643738	7.0126705	2.020489454269409
11	Gene_12	h1	0	741.5073	5.5908093	7.281205	1.6957794427871704
11	Gene_12	h1	1	741.5073	5.5908093	7.281205	3.883085250854492
12	Gene_13	h0	shared	111.78331	5.199405	6.597359	1.6531692743301392
12	Gene_13	h1	0	591.24854	5.192189	6.595967	1.5497997999191284
12	Gene_13	h1	1	591.24854	5.192189	6.595967	2.1950995922088623
13	Gene_14	h0	shared	243.33652	5.070184	6.989142	0.37840378284454346
13	Gene_14	h1	0	729.17285	6.0864162	7.1109176	-0.017959903925657272
13	Gene_14	h1	1	729.17285	6.0864162	7.1109176	2.3971495628356934
14	Gene_15	h0	shared	124.29315	16.183867	11.4983835	-1.5966309309005737
14	Gene_15	h1	0	224.34073	19.501125	11.444162	-1.85024893283844
14	Gene_15	h1	1	224.34073	19.501125	11.444162	-0.15683837234973907
15	Gene_16	h0	shared	293.9272	4.5372915	7.2868605	0.44286176562309265
15	Gene_16	h1	0	945.59717	6.9804573	7.8235803	-0.003830241970717907
15	Gene_16	h1	1	945.59717	6.9804573	7.8235803	3.052049160003662
16	Gene_17	h0	shared	187.04247	2.4569743	6.5041847	1.069178819656372
16	Gene_17	h1	0	1096.6332	2.849173	6.538613	0.5149301290512085
16	Gene_17	h1	1	1096.6332	2.849173	6.538613	4.899049758911133
17	Gene_18	h0	shared	284.02808	3.8487027	6.4526296	2.363957166671753
17	Gene_18	h1	0	689.0446	4.553423	6.6319947	2.0032567977905273
17	Gene_18	h1	1	689.0446	4.553423	6.6319947	4.354062557220459
18	Gene_19	h0	shared	154.10715	4.6739764	7.622738	0.5968887209892273
18	Gene_19	h1	0	626.957	7.642864	8.21672	0.0861128568649292
18	Gene_19	h1	1	626.957	7.642864	8.21672	3.5257561206817627
19	Gene_20	h0	shared	264.84454	3.9430535	6.80346	2.4076359272003174
19	Gene_20	h1	0	919.8645	5.1474614	7.056297	1.9141424894332886
19	Gene_20	h1	1	919.8645	5.1474614	7.056297	5.077523231506348
20	Gene_21	h0	shared	181.72795	4.6151967	7.2910447	0.21676483750343323
20	Gene_21	h1	0	579.55927	6.6029797	7.7652574	-0.22377829253673553
20	Gene_21	h1	1	579.55927	6.6029797	7.7652574	2.645195484161377
21	Gene_22	h0	shared	120.35978	3.8884046	7.0516977	1.119979977607727
21	Gene_22	h1	0	774.47723	5.659438	7.449681	0.5811682939529419
21	Gene_22	h1	1	774.47723	5.659438	7.449681	4.030437469482422
22	Gene_23	h0	shared	164.34915	4.159364	7.311546	-0.5561438202857971
22	Gene_23	h1	0	660.92816	6.1177073	7.8961735	-0.9704058766365051
22	Gene_23	h1	1	660.92816	6.1177073	7.8961735	1.9471663236618042
