ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	339.73312	8.652193	8.480045	2.5024263858795166
0	Gene_1	h1	0	673.7791	8.871139	8.544694	2.4001705646514893
0	Gene_1	h1	1	673.7791	8.871139	8.544694	2.9539663791656494
1	Gene_2	h0	shared	228.2146	7.813035	8.096935	-0.2114160656929016
1	Gene_2	h1	0	416.01593	8.893506	8.373478	-0.3812994062900543
1	Gene_2	h1	1	416.01593	8.893506	8.373478	0.6849437952041626
2	Gene_3	h0	shared	102.7799	5.333494	7.8757753	1.0092729330062866
2	Gene_3	h1	0	945.20764	5.569863	8.001753	0.8237021565437317
2	Gene_3	h1	1	945.20764	5.569863	8.001753	1.9236249923706055
3	Gene_4	h0	shared	395.31918	4.133895	6.3704	1.9044212102890015
3	Gene_4	h1	0	1096.6332	4.57632	6.5029535	1.6703697443008423
3	Gene_4	h1	1	1096.6332	4.57632	6.5029535	3.29732084274292
4	Gene_5	h0	shared	311.0249	3.697396	6.817339	3.3606858253479004
4	Gene_5	h1	0	855.5767	3.7433562	6.761444	3.0870304107666016
4	Gene_5	h1	1	855.5767	3.7433562	6.761444	5.090198993682861
5	Gene_6	h0	shared	104.05955	14.35283	7.9674854	0.009181620553135872
5	Gene_6	h1	0	452.52322	14.1703615	7.959561	-0.06566886603832245
5	Gene_6	h1	1	452.52322	14.1703615	7.959561	0.2997303605079651
6	Gene_7	h0	shared	365.4466	12.54291	9.430612	-1.1110891103744507
6	Gene_7	h1	0	367.50916	13.594303	9.527891	-1.2350273132324219
6	Gene_7	h1	1	367.50916	13.594303	9.527891	-0.4414839446544647
7	Gene_8	h0	shared	122.67655	12.816477	12.097779	-1.9207264184951782
7	Gene_8	h1	0	205.62823	13.722373	12.324404	-1.758480429649353
7	Gene_8	h1	1	205.62823	13.722373	12.324404	-2.593898057937622
8	Gene_9	h0	shared	142.19266	5.648886	7.6214204	1.5782790184020996
8	Gene_9	h1	0	627.83746	5.7512355	7.6429954	1.4493765830993652
8	Gene_9	h1	1	627.83746	5.7512355	7.6429954	2.2438344955444336
9	Gene_10	h0	shared	171.6791	6.732734	7.2376223	0.7474146485328674
9	Gene_10	h1	0	702.6576	6.6829877	7.226707	0.6679688692092896
9	Gene_10	h1	1	702.6576	6.6829877	7.226707	1.1438018083572388
10	Gene_11	h0	shared	179.17441	10.653514	8.468513	0.7877390384674072
10	Gene_11	h1	0	441.26532	10.593746	8.441594	0.7278568744659424
10	Gene_11	h1	1	441.26532	10.593746	8.441594	1.0681840181350708
11	Gene_12	h0	shared	227.53786	6.2817535	7.316425	2.123119354248047
11	Gene_12	h1	0	1010.1449	7.0314507	7.558404	2.2886462211608887
11	Gene_12	h1	1	1010.1449	7.0314507	7.558404	1.2374379634857178
12	Gene_13	h0	shared	305.18573	5.7691545	7.314172	1.7318838834762573
12	Gene_13	h1	0	658.8316	6.36761	7.536263	1.5840764045715332
12	Gene_13	h1	1	658.8316	6.36761	7.536263	2.5811753273010254
13	Gene_14	h0	shared	118.31648	5.6042027	7.000613	0.44714421033859253
13	Gene_14	h1	0	589.5678	5.580168	7.0049934	0.4716794192790985
13	Gene_14	h1	1	589.5678	5.580168	7.0049934	0.3135741651058197
14	Gene_15	h0	shared	141.42168	6.880585	7.7105765	0.9619418382644653
14	Gene_15	h1	0	583.0446	7.3989544	7.8340034	0.7857121825218201
14	Gene_15	h1	1	583.0446	7.3989544	7.8340034	1.8597073554992676
15	Gene_16	h0	shared	91.29353	5.881526	7.494687	0.616158127784729
15	Gene_16	h1	0	816.86584	5.992612	7.5250926	0.45155447721481323
15	Gene_16	h1	1	816.86584	5.992612	7.5250926	1.4275315999984741
