ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_0	h1_theta_1	h0	h1	lrt	p	q	signif
158	Gene_159	417.5191	8.373285	7.967385	0.6083542704582214	546.02734	11.881085	8.571163	0.9617332816123962	-1.0754021406173706	513.99634	497.37982	33.233032	8.174997345733459e-09	4.0874986728667295e-06	True
397	Gene_398	364.063	12.573171	10.090573	-1.0698539018630981	285.92984	17.510052	10.793995	-1.32716965675354	0.3754229247570038	518.3752	504.56293	27.624512	1.4730026887121994e-07	2.96214217968919e-05	True
300	Gene_301	116.994774	9.851927	7.7556043	0.44091635942459106	588.5479	13.2398205	8.276494	0.7461117506027222	-0.8839971423149109	563.3248	549.69415	27.261353	1.7772853078135142e-07	2.96214217968919e-05	True
486	Gene_487	164.09229	6.327189	7.5472274	-0.21475237607955933	509.11438	9.274096	8.369098	0.12335221469402313	-2.1059606075286865	536.29736	523.729	25.136719	5.340619850802142e-07	6.675774813502677e-05	True
257	Gene_258	106.84489	4.0558605	5.9365525	1.8837394714355469	764.425	4.9552197	6.0840116	1.5101203918457031	3.9092936515808105	123.69208	111.79974	23.784668	1.0773723814194724e-06	0.00010773723814194724	True
82	Gene_83	70.3162	4.075821	6.0085573	0.4576019048690796	743.4077	5.3784385	6.4723125	0.8615933060646057	-1.469779372215271	453.6724	443.7425	19.859802	8.333431734341978e-06	0.0006944526445284982	True
14	Gene_15	308.6283	5.1810427	6.8509007	1.5822476148605347	915.6961	6.331637	7.1144824	1.2600404024124146	3.2357401847839355	221.49994	212.18872	18.622437	1.593342701089462e-05	0.0011381019293496156	True
188	Gene_189	68.73224	6.1944714	7.125928	1.1986384391784668	640.18317	7.6159925	7.5014133	1.4778701066970825	-0.1858879178762436	367.6165	358.73474	17.763489	2.501376837071856e-05	0.00156336052316991	True
336	Gene_337	357.43124	4.892083	7.106667	0.08029600232839584	796.2092	6.247962	7.5040708	-0.23547224700450897	1.7960566282272339	485.73157	477.8502	15.762756	7.180214162838539e-05	0.0039890078682436325	True
64	Gene_65	90.9911	7.59913	7.485298	0.4069460928440094	577.02014	9.053278	7.806573	0.6655007004737854	-0.7968440055847168	534.80066	527.04425	15.512817	8.194770778002791e-05	0.004097385389001396	True
129	Gene_130	173.16937	9.276386	7.9527373	0.17178986966609955	355.5054	11.998939	8.471792	0.42930659651756287	-0.8523834347724915	562.6054	555.1406	14.929565	0.00011160025282608288	0.004904128434023852	True
494	Gene_495	101.77767	6.133797	7.1912875	-0.0052437311969697475	529.4686	8.062939	7.6827335	-0.22141346335411072	1.2997817993164062	527.2424	519.944	14.596802	0.00013314031401145954	0.004904128434023852	True
391	Gene_392	190.67207	7.653877	7.4731793	1.3084814548492432	714.0775	10.268002	8.115039	1.1013624668121338	2.414687156677246	361.21747	353.9783	14.4783325	0.0001417810418792298	0.004904128434023852	True
413	Gene_414	255.17737	7.530193	7.578158	0.623461127281189	559.5341	8.971749	7.817873	0.36956489086151123	1.851953148841858	493.64728	486.41467	14.46521	0.0001427722467861603	0.004904128434023852	True
415	Gene_416	39.17107	20.214392	10.303203	-1.423967957496643	260.35623	21.549961	10.323347	-1.2087136507034302	-2.489483594894409	469.9318	462.73184	14.399902	0.00014780997547170216	0.004904128434023852	True
469	Gene_470	323.6228	5.680737	6.674003	1.9036043882369995	982.95984	6.6478405	6.8759723	2.2027504444122314	0.5439723134040833	104.968124	97.82455	14.287155	0.00015693210988876327	0.004904128434023852	True
357	Gene_358	242.86205	4.583251	6.5918674	1.0659525394439697	758.50366	5.780777	6.9745317	1.3753927946090698	-0.7407619953155518	337.25885	330.2075	14.102722	0.00017309310033530867	0.004929966787320383	True
10	Gene_11	381.2996	6.169944	8.102936	-0.19600069522857666	442.6807	7.5881925	8.486685	-0.4837275445461273	1.262359380722046	501.97977	495.00366	13.952209	0.0001875171344883908	0.004929966787320383	True
22	Gene_23	392.18643	3.9310608	6.4624147	1.8380399942398071	1096.6332	4.5650296	6.654025	2.179417371749878	0.08107677847146988	46.08551	39.146797	13.877426	0.00019512812372735056	0.004929966787320383	True
489	Gene_490	156.0089	7.658192	7.9890246	2.278336763381958	742.4403	9.211143	8.40656	2.501887321472168	1.1547352075576782	9.164154	2.2353592	13.85759	0.00019719867149281534	0.004929966787320383	True
394	Gene_395	140.09314	9.017974	7.192913	2.247034788131714	715.36334	10.625081	7.496656	2.4396283626556396	1.366807460784912	78.26405	71.81608	12.89595	0.00032929385546809353	0.007840329892097465	True
360	Gene_361	308.10162	11.218856	10.25651	-1.1503937244415283	365.18375	13.798064	10.833287	-1.351103663444519	-0.0934067815542221	505.12518	498.74258	12.765198	0.0003531282589089857	0.008025642247931494	True
147	Gene_148	276.73126	4.169819	6.3959174	2.0826828479766846	1096.6332	4.8160944	6.594285	2.386824131011963	0.47490987181663513	-16.334778	-22.594475	12.519394	0.0004027495136218473	0.008755424209170594	True
222	Gene_223	274.54593	4.9576864	7.0949607	-0.2538555860519409	494.9595	5.491489	7.2519317	0.055756792426109314	-1.9451565742492676	497.69318	491.50073	12.384888	0.0004328226685259562	0.009017138927624088	True
60	Gene_61	202.82637	6.152386	7.0539546	0.8143385648727417	716.8204	7.544881	7.4369483	0.5689606070518494	1.9741798639297485	473.37134	467.33768	12.067322	0.0005131336397751207	0.010262672795502414	True
262	Gene_263	91.51983	17.160902	9.571109	3.480963706970215	556.4827	17.374437	9.635739	3.3148233890533447	4.200293064117432	-685.41205	-691.13165	11.439209	0.0007191039738149163	0.013828922573363775	True
421	Gene_422	114.79954	6.0660424	7.12804	1.1984140872955322	807.43066	7.0585403	7.4118	1.0094070434570312	2.243922710418701	353.79382	348.13818	11.311279	0.0007703767614636314	0.014266236323400582	True
482	Gene_483	502.96136	3.8839936	6.614099	0.5382269024848938	889.8075	4.51205	6.8118725	0.8732678890228271	-1.3237847089767456	362.87927	357.3353	11.087952	0.0008689040811564741	0.015516144306365609	True
369	Gene_370	196.0221	7.306778	7.066616	1.7736915349960327	922.9106	7.888376	7.1177692	1.5660250186920166	2.752794027328491	266.12097	260.62943	10.983093	0.0009194683302247153	0.015852902245253712	True
261	Gene_262	240.27425	4.4833584	6.490109	1.141980767250061	972.8045	4.919808	6.56456	0.8663713932037354	2.631023645401001	344.71912	339.46985	10.498535	0.0011946921939512967	0.019911536565854947	True
1	Gene_2	313.34204	3.5854776	6.7821283	1.2819764614105225	841.24207	4.150934	6.993071	1.596611738204956	-0.7146329283714294	192.74236	187.56126	10.362183	0.001286230435663005	0.02073001173041709	True
215	Gene_216	79.82381	13.397698	9.032994	-0.7162978649139404	429.69293	14.524852	9.085264	-0.8846456408500671	0.06960158050060272	555.8	550.67346	10.253052	0.0013645866992512135	0.02073001173041709	True
437	Gene_438	321.18857	4.8039494	6.373578	1.5829963684082031	696.0252	5.376956	6.5351973	1.8124852180480957	0.3716944456100464	236.7519	231.6278	10.248199	0.001368180774207528	0.02073001173041709	True
279	Gene_280	157.96547	8.4162655	8.018769	1.2243973016738892	513.4439	9.555784	8.267699	1.0316720008850098	2.1427271366119385	385.43204	380.36017	10.143738	0.0014479227148719298	0.02129298110105779	True
131	Gene_132	48.912304	23.884722	11.797702	-2.2044456005096436	135.10396	24.813768	11.751321	-2.389317274093628	-1.4294016361236572	365.14212	360.14102	10.002197	0.0015635356297950542	0.02185223115371313	True
280	Gene_281	420.75046	6.269711	7.4050794	1.3194690942764282	544.0408	6.9298387	7.530902	1.0782345533370972	2.4931013584136963	305.83585	300.8405	9.990662	0.0015733606430673452	0.02185223115371313	True
342	Gene_343	179.93831	5.7752337	7.770949	0.8429443836212158	691.75134	6.4014173	7.951884	1.1112393140792847	-0.40914878249168396	355.14554	350.18665	9.917786	0.0016368920011735622	0.02212016217802111	True
275	Gene_276	255.0489	8.245472	7.054697	0.4662178158760071	583.6786	9.125674	7.2172484	0.3084895610809326	1.2548649311065674	559.8756	554.97546	9.800293	0.0017448407023998858	0.02295843029473534	True
66	Gene_67	162.587	6.2810006	7.337217	2.650405168533325	891.6287	6.5145984	7.377428	2.8573153018951416	1.6004440784454346	-240.45981	-245.31113	9.702637	0.0018400380493641677	0.023334455859796988	True
