scenario	scenario_title	gene	cell	true_latent	saved_terminal_expression	read_count	q_mean	q_std	error	standardized_error	covered_by_2sd
Theta1	theta1=3	Gene_500	c5368	0.29060864493950156	0.8489712361308062	1.0	1.4790848	1.2608608	1.1884761550604985	0.942591089405348	True
Theta1	theta1=3	Gene_500	c5369	-0.34955358933473163	0.5335667179037469	2.0	1.4028176	1.1438919	1.7523711893347318	1.5319377550752231	True
Theta1	theta1=3	Gene_500	c5370	0.27254672391713947	0.8386771602232983	0.0	-0.11616206	1.359626	-0.3887087839171395	-0.28589390311537105	True
Theta1	theta1=3	Gene_500	c5371	3.586951685293665	3.6142580373087454	8.0	5.093327	1.179884	1.5063753147063355	1.2767147573035447	True
Theta1	theta1=3	Gene_500	c5372	3.8175832732222976	3.8393260353615672	6.0	4.6115146	1.2498137	0.793931326777702	0.6352397375526464	True
Theta1	theta1=3	Gene_500	c5373	3.327297350536926	3.3625582842203485	7.0	4.61113	1.1637857	1.2838326494630743	1.1031521090722065	True
Theta1	theta1=3	Gene_500	c5374	3.519405878469924	3.5485927922050897	5.0	4.035112	1.1881316	0.515706121530076	0.4340479804847174	True
Theta1	theta1=3	Gene_500	c5375	-0.5989970795522526	0.4378434440943524	1.0	1.2611407	1.2342311	1.8601377795522525	1.5071227580898363	True
Theta1	theta1=3	Gene_500	c5376	-0.05072463616922008	0.6681064515899834	2.0	1.8284699	1.1661484	1.8791945361692202	1.6114540277800151	True
Theta1	theta1=3	Gene_500	c5377	2.4282112747289015	2.512731127058325	1.0	1.1429125	1.2469974	-1.2852987747289015	-1.0307148793805838	True
Theta1	theta1=3	Gene_500	c5378	2.019353008839414	2.1439936503992625	2.0	1.7034872	1.1880904	-0.31586580883941373	-0.2658600800405539	True
Theta1	theta1=3	Gene_500	c5379	-3.1056548068759593	0.043820863108964	0.0	-0.1127993	1.3650022	2.9928555068759595	2.192564603101709	False
Theta1	theta1=3	Gene_500	c5380	-1.1719071658125095	0.2698558127157708	1.0	0.7729015	1.192419	1.9448086658125097	1.6309775890962068	True
Theta1	theta1=3	Gene_500	c5381	0.5048852449460327	0.977120653615702	3.0	2.4584923	1.1223367	1.9536070550539675	1.7406604052544727	True
Theta1	theta1=3	Gene_500	c5382	1.079435282575258	1.3719461938822808	1.0	1.3845997	1.2644231	0.3051644174247421	0.2413467591858628	True
Theta1	theta1=3	Gene_500	c5383	-1.741156132055996	0.1615384030858004	0.0	-0.24205866	1.3554249	1.499097472055996	1.1059981796527392	True
Theta1	theta1=3	Gene_500	c5384	-1.135859673300402	0.2784994827674251	1.0	0.6194045	1.2378702	1.755264173300402	1.4179711033518716	True
Theta1	theta1=3	Gene_500	c5385	0.08828742187853053	0.7382649088293024	1.0	0.7610609	1.212629	0.6727734781214695	0.5548056974733983	True
Theta1	theta1=3	Gene_500	c5386	0.08020285381768127	0.734052454275868	0.0	-0.12045277	1.3638048	-0.20065562381768126	-0.14712928405713285	True
Theta1	theta1=3	Gene_500	c5387	0.6047240868524244	1.0405406386690184	2.0	1.9186952	1.1973871	1.3139711131475755	1.097365349223802	True
Theta1	theta1=3	Gene_500	c5388	1.7583610691002873	1.917351786730744	2.0	1.956767	1.1977742	0.1984059308997126	0.16564552058285492	True
Theta1	theta1=3	Gene_500	c5389	3.0662583752362744	3.1118005759527385	3.0	2.944248	1.2274221	-0.12201037523627445	-0.09940376276121674	True
Theta1	theta1=3	Gene_500	c5390	2.462146792402092	2.543958767778693	4.0	3.3310573	1.2197022	0.8689105075979078	0.7123956221427721	True
Theta1	theta1=3	Gene_500	c5391	0.9649177499753009	1.2877361507088567	4.0	2.9729955	1.1529853	2.0080777500246993	1.7416334362846597	True
Theta1	theta1=3	Gene_500	c5392	0.1158629260803844	0.752755733052495	1.0	1.5538377	1.2552764	1.4379747739196156	1.1455443390153879	True
Theta1	theta1=3	Gene_500	c5393	1.4054319940559188	1.624777206593905	2.0	2.0977292	1.200768	0.6922972059440811	0.5765453492632058	True
Theta1	theta1=3	Gene_500	c5394	-0.6598754753956239	0.4166791280952319	2.0	2.1154666	1.1830846	2.7753420753956237	2.3458525919411204	False
Theta1	theta1=3	Gene_500	c5395	-1.5635503720822905	0.1901172022955043	1.0	0.59643245	1.2352101	2.1599828220822905	1.748676457618255	True
Theta1	theta1=3	Gene_500	c5396	-0.2475787738552947	0.5770002111142569	0.0	-0.26687396	1.3957804	-0.019295186144705323	-0.013823941176352184	True
Theta1	theta1=3	Gene_500	c5397	0.12877637426036556	0.7596068562611139	1.0	0.6328688	1.2078805	0.5040924257396344	0.4173363389338883	True
Theta1	theta1=3	Gene_500	c5398	0.9573781975958621	1.2822824051057404	0.0	-0.2591086	1.3687139	-1.216486797595862	-0.8887809187850448	True
Theta1	theta1=3	Gene_500	c5399	2.510706888046168	2.5887884234105414	0.0	0.5595559	1.4070978	-1.9511509880461682	-1.3866491640070562	True
Theta1	theta1=3	Gene_500	c5400	2.4000278582887637	2.4868616934233074	5.0	3.0777304	1.0787679	0.6777025417112363	0.6282190466654007	True
Theta1	theta1=3	Gene_500	c5401	0.1393180997131632	0.7652304624299472	3.0	2.3512619	1.134188	2.2119438002868366	1.950244404178881	True
Theta1	theta1=3	Gene_500	c5402	0.5027580090316615	0.9757946262271652	1.0	1.316534	1.2786031	0.8137759909683386	0.6364570764519017	True
Theta1	theta1=3	Gene_500	c5403	2.805879533129768	2.8645762524269154	0.0	0.2330303	1.364952	-2.572849233129768	-1.8849375165791677	True
Theta1	theta1=3	Gene_500	c5404	2.5920274039978075	2.6642253587301377	2.0	1.624612	1.1537808	-0.9674154039978076	-0.8384741746420182	True
Theta1	theta1=3	Gene_500	c5405	4.69020468431794	4.699347566478156	4.0	4.383799	1.2606082	-0.3064056843179399	-0.2430617889983104	True
Theta1	theta1=3	Gene_500	c5406	4.8357344949154095	4.843643985924199	14.0	6.652347	1.2493377	1.8166125050845903	1.4540604234424288	True
Theta1	theta1=3	Gene_500	c5407	0.7720298447805685	1.151885941398045	0.0	-0.2922293	1.3770218	-1.0642591447805685	-0.7728702223745249	True
Theta1	theta1=3	Gene_500	c5408	0.9746116993678277	1.294764964392625	1.0	0.5806453	1.2023761	-0.3939663993678276	-0.3276565455416385	True
Theta1	theta1=3	Gene_500	c5409	1.8842176000999329	2.025671933011848	3.0	2.7112832	1.1847923	0.8270655999000671	0.6980680072786319	True
Theta1	theta1=3	Gene_500	c5410	0.9008073569463743	1.2417279317190917	3.0	2.7384973	1.2221245	1.837689943053626	1.503684725290775	True
Theta1	theta1=3	Gene_500	c5411	0.3659723258672707	0.8927827061055079	1.0	0.35130256	1.2335371	-0.014669765867270701	-0.011892439933319154	True
Theta1	theta1=3	Gene_500	c5412	0.30032136354937644	0.8545398619775998	0.0	-0.6324444	1.3656969	-0.9327657635493765	-0.6829961783975467	True
Theta1	theta1=3	Gene_500	c5413	1.622122909753268	1.802341443100561	2.0	1.9741704	1.194415	0.3520474902467321	0.29474469949450743	True
Theta1	theta1=3	Gene_500	c5414	1.9618572317201095	2.093409091214664	2.0	1.9316032	1.2014186	-0.03025403172010943	-0.025181923869090617	True
Theta1	theta1=3	Gene_500	c5415	1.553184101878755	1.7451038066025686	2.0	2.387236	1.2265017	0.834051898121245	0.6800250648827025	True
Theta1	theta1=3	Gene_500	c5416	1.5994509251705213	1.7834439216061744	5.0	3.4914894	1.1351222	1.8920384748294785	1.6668147930059674	True
Theta1	theta1=3	Gene_500	c5417	0.7758384082644098	1.154492412792365	3.0	2.247049	1.1314481	1.4712105917355904	1.3002899485496422	True
Theta1	theta1=3	Gene_500	c5418	1.0659598775427674	1.3619055499584742	0.0	0.36522442	1.3923693	-0.7007354575427674	-0.5032683911824022	True
Theta1	theta1=3	Gene_500	c5419	2.2649548521940046	2.3637450808205966	1.0	2.2741504	1.3187591	0.009195547805995297	0.006972879130081678	True
Theta1	theta1=3	Gene_500	c5420	2.172494323939929	2.2803555684225727	7.0	4.441108	1.1666591	2.268613676060071	1.9445386197733947	True
Theta1	theta1=3	Gene_500	c5421	1.4096482485818065	1.62816445101593	0.0	0.48044154	1.3779594	-0.9292067085818065	-0.6743353313470677	True
Theta1	theta1=3	Gene_500	c5422	0.9785961917270157	1.2976594342619894	1.0	1.243725	1.2247984	0.26512880827298424	0.21646730455639412	True
Theta1	theta1=3	Gene_500	c5423	2.1256005654164127	2.238358786692032	5.0	3.9342701	1.2137778	1.8086695345835873	1.4901158470550273	True
Theta1	theta1=3	Gene_500	c5424	2.629693581732566	2.699313438285032	2.0	2.8644228	1.2973046	0.23472921826743365	0.18093608722842242	True
Theta1	theta1=3	Gene_500	c5425	3.8641654232330858	3.884928789761346	2.0	2.8286078	1.2795722	-1.0355576232330859	-0.8092998763438951	True
Theta1	theta1=3	Gene_500	c5426	2.7866010423037637	2.846406822817196	5.0	3.9177613	1.1850253	1.1311602576962363	0.9545452385668359	True
Theta1	theta1=3	Gene_500	c5427	3.6213599277489803	3.647754777289613	6.0	4.2579136	1.19127	0.6365536722510199	0.5343487809237367	True
Theta1	theta1=3	Gene_500	c5428	2.508063877512204	2.586344174829159	1.0	2.3752763	1.3412215	-0.13278757751220427	-0.09900495743037542	True
Theta1	theta1=3	Gene_500	c5429	2.815954649998737	2.874079734562713	4.0	3.4886134	1.2278852	0.6726587500012631	0.5478189247669596	True
Theta1	theta1=3	Gene_500	c5430	2.015213445067374	2.1403400724901784	2.0	2.6930661	1.2713207	0.6778526549326256	0.5331877746760716	True
Theta1	theta1=3	Gene_500	c5431	2.8591686270949483	2.9149026191436573	1.0	1.7945359	1.3010424	-1.0646327270949483	-0.8182921072325915	True
Theta1	theta1=3	Gene_500	c5432	2.1952624992357195	2.300819396033035	2.0	2.3163264	1.1967139	0.12106390076428042	0.10116361209164565	True
Theta1	theta1=3	Gene_500	c5433	7.781760411033078	7.78217760094597	2.0	3.4846978	1.3709193	-4.297062611033078	-3.13443877479373	False
Theta1	theta1=3	Gene_500	c5434	6.539701171753022	6.541145049077769	10.0	5.7078047	1.215237	-0.831896471753022	-0.6845549236511248	True
Theta1	theta1=3	Gene_500	c5435	4.134438913266785	4.1503237254797725	7.0	4.601907	1.1262519	0.4674680867332146	0.4150653035375253	True
Theta1	theta1=3	Gene_500	c5436	4.044815283795758	4.062176638787313	2.0	3.0460205	1.2970903	-0.9987947837957583	-0.7700271783666551	True
Theta1	theta1=3	Gene_500	c5437	3.370637352182017	3.404427699490605	1.0	2.426658	1.3775955	-0.943979352182017	-0.6852369597476305	True
Theta1	theta1=3	Gene_500	c5438	3.8509286930476536	3.8719658357305793	8.0	4.8249526	1.0864002	0.974023906952346	0.8965608685936785	True
Theta1	theta1=3	Gene_500	c5439	4.908500739479079	4.915857164413783	6.0	4.5652223	1.2183782	-0.34327843947907866	-0.28175031322710686	True
Theta1	theta1=3	Gene_500	c5440	3.191175352806474	3.2314757789102715	3.0	3.5877097	1.2506294	0.39653434719352587	0.3170678277621859	True
Theta1	theta1=3	Gene_500	c5441	3.173692796219839	3.214689597751498	2.0	3.5829647	1.3705895	0.4092719037801609	0.2986101263581553	True
Theta1	theta1=3	Gene_500	c5442	4.43681429524168	4.448578402798668	9.0	5.6124935	1.1940082	1.1756792047583202	0.984649188136497	True
Theta1	theta1=3	Gene_500	c5443	4.093637370002861	4.110178269302209	2.0	2.7201116	1.3372926	-1.3735257700028614	-1.0270944219708247	True
Theta1	theta1=3	Gene_500	c5444	2.705945490563374	2.770615685968808	1.0	2.2356005	1.369634	-0.4703449905633743	-0.34340925427039215	True
Theta1	theta1=3	Gene_500	c5445	2.914578262025179	2.9673859600891537	5.0	4.578885	1.2820814	1.6643067379748206	1.2981287599795306	True
Theta1	theta1=3	Gene_500	c5446	2.9584955807997075	3.0090907180878403	5.0	4.5616684	1.2910591	1.6031728192002928	1.2417501407954854	True
Theta1	theta1=3	Gene_500	c5447	2.7776132509595093	2.837943010079375	3.0	2.6775005	1.1908727	-0.10011275095950944	-0.08406671087473032	True
Theta1	theta1=3	Gene_500	c5448	3.1725581568325465	3.2136005591584538	0.0	0.97667176	1.3898474	-2.1958863968325466	-1.579947839476871	True
Theta1	theta1=3	Gene_500	c5449	6.21657314171947	6.218567225983521	10.0	6.5815334	1.344501	0.36496025828052936	0.27144662464403474	True
Theta1	theta1=3	Gene_500	c5450	6.887627029249943	6.888646841253832	9.0	6.4068103	1.2811443	-0.480816729249943	-0.3753025551063553	True
Theta1	theta1=3	Gene_500	c5451	3.7338976224173543	3.757516002449374	3.0	3.5251048	1.2754521	-0.20879282241735453	-0.1637010299464437	True
Theta1	theta1=3	Gene_500	c5452	2.584331497926849	2.657067421075751	4.0	3.916481	1.2940601	1.3321495020731513	1.0294340286615369	True
Theta1	theta1=3	Gene_500	c5453	4.353119062194771	4.365903608650247	2.0	2.6549668	1.282254	-1.6981522621947707	-1.3243493583913724	True
Theta1	theta1=3	Gene_500	c5454	4.064425569273759	4.081452633603519	3.0	3.0418718	1.2226405	-1.0225537692737587	-0.8363486808049944	True
Theta1	theta1=3	Gene_500	c5455	2.517771848822846	2.5953244582744577	2.0	2.452149	1.2653203	-0.06562284882284608	-0.051862638118463825	True
Theta1	theta1=3	Gene_500	c5456	3.339588262432514	3.3744258756033765	1.0	1.9519736	1.3003649	-1.3876146624325139	-1.0670963684366703	True
Theta1	theta1=3	Gene_500	c5458	1.8130780152242043	1.96421087285544	5.0	3.9614477	1.2505257	2.148369684775796	1.7179732369960854	True
Theta1	theta1=3	Gene_500	c5459	6.66685889079551	6.668130471188307	3.0	4.3934784	1.3427742	-2.2733804907955095	-1.6930474913768148	True
Theta1	theta1=3	Gene_500	c5460	6.266626809475415	6.268523631578522	9.0	5.9277215	1.2272977	-0.33890530947541553	-0.27613944805356966	True
Theta1	theta1=3	Gene_500	c5461	0.4988150104774251	0.9733395414064838	0.0	0.30794364	1.3495601	-0.19087137047742508	-0.1414322863260592	True
Theta1	theta1=3	Gene_500	c5462	0.25241686134691327	0.8272988413233061	1.0	1.1216851	1.251312	0.8692682386530868	0.6946854490751202	True
Theta1	theta1=3	Gene_500	c5463	3.4932598952135385	3.523208528658279	8.0	5.571878	1.2884932	2.0786181047864614	1.6132162007424342	True
Theta1	theta1=3	Gene_500	c5464	3.1785300261183047	3.219332977160948	5.0	4.786827	1.2828695	1.608296973881695	1.2536715339180602	True
Theta1	theta1=3	Gene_500	c5465	7.438872316521135	7.439460091590437	2.0	3.8665175	1.3806515	-3.5723548165211345	-2.587441375699179	False
Theta1	theta1=3	Gene_500	c5466	7.978668966360795	7.979011602912185	11.0	6.2423635	1.3038547	-1.736305466360795	-1.331670980179613	True
Theta1	theta1=3	Gene_500	c5467	6.813433596763978	6.814531906590765	8.0	5.6843343	1.2927808	-1.129099296763978	-0.8733880459579674	True
Theta1	theta1=3	Gene_500	c5468	6.124722589820105	6.126908297454585	3.0	4.3002357	1.357013	-1.824486889820105	-1.3444874071361916	True
Theta1	theta1=3	Gene_500	c5469	3.2807307884016312	3.3176418831296246	1.0	1.7952617	1.2917076	-1.4854690884016313	-1.150004140566821	True
Theta1	theta1=3	Gene_500	c5470	4.0507353224861085	4.067995080492247	2.0	2.3436964	1.2435833	-1.7070389224861087	-1.372677586202797	True
Theta1	theta1=3	Gene_500	c5471	2.2001359586441627	2.3052057173015417	5.0	4.3194776	1.2258654	2.1193416413558372	1.7288534625056202	True
Theta1	theta1=3	Gene_500	c5472	2.7059384546145515	2.7706090906367327	4.0	4.046656	1.2078786	1.340717545385448	1.1099770667229705	True
Theta1	theta1=3	Gene_500	c5473	1.5731243703907452	1.7615904993502949	5.0	3.864039	1.2180897	2.290914629609255	1.8807437823415263	True
Theta1	theta1=3	Gene_500	c5474	0.5575529250107563	1.0102886731794147	2.0	2.7497287	1.2588032	2.1921757749892437	1.7414761695785677	True
Theta1	theta1=3	Gene_500	c5475	4.901059488746742	4.90847065575702	5.0	4.6577783	1.294679	-0.24328118874674143	-0.18790849990363745	True
Theta1	theta1=3	Gene_500	c5476	3.8154947561075	3.8372824841951454	6.0	4.9131465	1.2761095	1.0976517438925	0.8601548251874154	True
Theta1	theta1=3	Gene_500	c5477	4.403414169434408	4.415575415263152	3.0	3.5237591	1.28654	-0.8796550694344085	-0.6837370539854248	True
Theta1	theta1=3	Gene_500	c5478	4.909325415744125	4.916675798743073	6.0	4.4391537	1.2493235	-0.470171715744125	-0.37634104837067817	True
Theta1	theta1=3	Gene_500	c5479	3.4402868225718324	3.4718392573437944	1.0	1.7778993	1.3105761	-1.6623875225718323	-1.268440285590308	True
Theta1	theta1=3	Gene_500	c5480	3.374945872137655	3.4085933630408425	2.0	2.3304138	1.1997865	-1.0445320721376548	-0.8705982873933443	True
Theta1	theta1=3	Gene_500	c5481	3.023823145744683	3.0712933919557703	2.0	2.039006	1.2309077	-0.984817145744683	-0.8000739176013629	True
Theta1	theta1=3	Gene_500	c5482	1.7414404929493303	1.90293648414815	0.0	0.7075394	1.3856031	-1.0339010929493302	-0.746174061640978	True
Theta1	theta1=3	Gene_500	c5483	3.8830220294887043	3.903401462932223	4.0	3.418341	1.2427928	-0.4646810294887045	-0.3739006449737273	True
Theta1	theta1=3	Gene_500	c5484	3.3448704003937064	3.379527625467932	1.0	2.114134	1.3597273	-1.2307364003937065	-0.9051347284074581	True
Theta1	theta1=3	Gene_500	c5485	2.9383264990395594	2.989926306419933	4.0	3.6099427	1.2331457	0.6716162009604405	0.5446365348072337	True
Theta1	theta1=3	Gene_500	c5486	2.276675850644782	2.3743693521173697	2.0	2.7890327	1.3209945	0.5123568493552177	0.38785691337489875	True
Theta1	theta1=3	Gene_500	c5487	4.681076827978808	4.690303161525149	3.0	3.2873287	1.2533665	-1.393748127978808	-1.112003654141712	True
Theta1	theta1=3	Gene_500	c5488	3.5679455352854417	3.595768616840219	3.0	3.2942317	1.2882524	-0.2737138352854416	-0.21246910565463847	True
Theta1	theta1=3	Gene_500	c5489	1.6974284921169547	1.8656121622311173	2.0	2.441579	1.257891	0.7441505078830453	0.5915858431955116	True
Theta1	theta1=3	Gene_500	c5490	2.4287873600700296	2.5132605350047457	4.0	3.226998	1.1920736	0.7982106399299704	0.6695984542648796	True
Theta1	theta1=3	Gene_500	c5491	4.19668791060298	4.211621178112104	11.0	6.183439	1.1789321	1.9867510893970195	1.6852124811912574	True
Theta1	theta1=3	Gene_500	c5492	3.646143973969924	3.671900941618032	5.0	4.7595353	1.3188642	1.1133913260300754	0.844204677047171	True
Theta1	theta1=3	Gene_500	c5493	5.08391480246345	5.090091295499216	6.0	4.3291106	1.2651297	-0.7548042024634505	-0.5966219925620674	True
Theta1	theta1=3	Gene_500	c5494	4.550260677630246	4.560769713872606	1.0	2.5236764	1.3442534	-2.026584277630246	-1.507590962857335	True
Theta1	theta1=3	Gene_500	c5495	0.8216286302162599	1.1860737644830952	1.0	1.4489536	1.2518111	0.6273249697837402	0.5011338929521716	True
Theta1	theta1=3	Gene_500	c5496	0.08707509304103206	0.7376321867945397	1.0	1.4494681	1.2781514	1.362393006958968	1.065908942367053	True
Theta1	theta1=3	Gene_500	c5497	1.5705407020921909	1.7594511065920249	1.0	1.9694992	1.3037654	0.39895849790780913	0.30600482104204413	True
Theta1	theta1=3	Gene_500	c5498	2.193807410015954	2.299510168351333	3.0	2.9051414	1.2367646	0.7113339899840461	0.5751571398340849	True
Theta1	theta1=3	Gene_500	c5499	3.2683107521040053	3.305674630492161	0.0	1.4537673	1.4855498	-1.8145434521040054	-1.2214625535300165	True
Theta1	theta1=3	Gene_500	c5500	3.706709291972407	3.7309707914811066	6.0	4.008702	1.1488236	0.30199270802759326	0.2628712606770902	True
Theta1	theta1=3	Gene_500	c5501	3.327653157755806	3.3629017660778007	5.0	4.3151283	1.2608432	0.9874751422441936	0.7831863170965221	True
Theta1	theta1=3	Gene_500	c5502	2.970611463058013	3.0206122748994093	3.0	3.6548524	1.2791421	0.6842409369419866	0.5349217549340192	True
Theta1	theta1=3	Gene_500	c5503	3.4295328128537736	3.4614210116621007	2.0	2.277608	1.2308694	-1.1519248128537738	-0.9358627429147023	True
Theta1	theta1=3	Gene_500	c5504	2.7263665711473193	2.789770095618245	1.0	1.7166711	1.3131456	-1.0096954711473194	-0.7689135699402407	True
Theta1	theta1=3	Gene_500	c5505	2.8049894793245373	2.8637369594694	0.0	0.1906235	1.3990741	-2.6143659793245373	-1.868640109429899	True
Theta1	theta1=3	Gene_500	c5506	2.6071050234531135	2.6782601064588443	0.0	0.17102095	1.4307641	-2.4360840734531135	-1.702645511900329	True
Theta1	theta1=3	Gene_500	c5507	3.521028093519004	3.550168380834248	2.0	2.6415899	1.2372369	-0.8794381935190039	-0.7108082482174625	True
Theta1	theta1=3	Gene_500	c5508	4.063947232465311	4.080982374417779	3.0	3.0708246	1.2071292	-0.9931226324653109	-0.8227144471903346	True
Theta1	theta1=3	Gene_500	c5509	0.9696013460158914	1.2911297572346074	1.0	1.3987792	1.2789023	0.42917785398410846	0.3355829870539043	True
Theta1	theta1=3	Gene_500	c5510	0.8678181147114465	1.2183810744717374	1.0	1.3708541	1.3089265	0.5030359852885535	0.384311865707168	True
Theta1	theta1=3	Gene_500	c5511	3.818620353412215	3.840340821249031	0.0	1.0937827	1.4383994	-2.724837653412215	-1.8943539975143309	True
Theta1	theta1=3	Gene_500	c5512	3.744238632734929	3.767616851443335	2.0	2.3153894	1.2536998	-1.4288492327349291	-1.1397060386664568	True
Theta1	theta1=3	Gene_500	c5513	-1.8541892045832027	0.1454672408967048	0.0	0.37248904	1.3655927	2.2266782445832027	1.6305581046114281	True
Theta1	theta1=3	Gene_500	c5514	0.0411793618121359	0.7139488139708755	1.0	1.1830298	1.2601644	1.141850438187864	0.9061122804198118	True
Theta1	theta1=3	Gene_500	c5515	3.809939546714514	3.831847327137489	7.0	5.2221093	1.2600863	1.4121697532854856	1.1206928868963066	True
Theta1	theta1=3	Gene_500	c5516	3.7005377586466417	3.724947633469865	5.0	4.729549	1.2647345	1.0290112413533579	0.813618385007571	True
Theta1	theta1=3	Gene_500	c5517	3.1806361411061426	3.221354971126649	1.0	2.2444515	1.3210346	-0.9361846411061427	-0.7086753375771859	True
Theta1	theta1=3	Gene_500	c5518	4.309875002899251	4.323220779384057	5.0	3.8312385	1.1755781	-0.4786365028992514	-0.4071498974838434	True
Theta1	theta1=3	Gene_500	c5519	3.908678172530242	3.928546492435157	4.0	3.9659245	1.2347014	0.05724632746975766	0.04636451167039874	True
Theta1	theta1=3	Gene_500	c5520	3.360188153112624	3.394327443071692	5.0	4.280027	1.2698166	0.9198388468873757	0.7243871649554555	True
Theta1	theta1=3	Gene_500	c5521	3.80788780897361	3.829840094277033	5.0	4.096972	1.2081013	0.28908419102639016	0.23928803902983148	True
Theta1	theta1=3	Gene_500	c5522	2.3802968123946804	2.468786614783834	1.0	2.5915487	1.3710613	0.21125188760531977	0.15407909741549833	True
Theta1	theta1=3	Gene_500	c5523	5.9909719622727495	5.993470071164285	9.0	6.2416883	1.3479905	0.2507163377272503	0.18599265924147856	True
Theta1	theta1=3	Gene_500	c5524	6.440967085134498	6.442560678255937	5.0	5.3013053	1.3917	-1.1396617851344981	-0.8188990336527255	True
Theta1	theta1=3	Gene_500	c5525	2.669840425299319	2.736810310550044	1.0	1.6440134	1.3068964	-1.0258270252993191	-0.7849336988756868	True
Theta1	theta1=3	Gene_500	c5526	2.0470435406666576	2.168478625035003	1.0	1.6596923	1.3045863	-0.3873512406666577	-0.29691499954173806	True
Theta1	theta1=3	Gene_500	c5527	3.260857911275353	3.298496102036088	6.0	4.822607	1.2657714	1.5617490887246466	1.23383186626325	True
Theta1	theta1=3	Gene_500	c5528	2.2496811160191523	2.349918084738871	5.0	4.530638	1.2332664	2.2809568839808474	1.8495248747398352	True
Theta1	theta1=3	Gene_500	c5529	1.995330635638877	2.122816394500884	1.0	1.6551265	1.2780856	-0.34020413563887697	-0.2661825903044968	True
Theta1	theta1=3	Gene_500	c5530	1.5058533927093973	1.7062014143387532	1.0	1.6671054	1.2723552	0.16125200729060274	0.12673505581664832	True
Theta1	theta1=3	Gene_500	c5531	5.065172583361116	5.071465562289335	10.0	6.652722	1.343432	1.5875494166388835	1.1817117774765553	True
Theta1	theta1=3	Gene_500	c5532	4.641624536863052	4.651220370313938	7.0	6.029688	1.2879137	1.3880634631369482	1.077761237524648	True
Theta1	theta1=3	Gene_500	c5533	1.2162550865043493	1.4757983380822437	0.0	1.0560633	1.3801731	-0.1601917865043494	-0.11606644594388153	True
Theta1	theta1=3	Gene_500	c5534	2.647223157849681	2.7156737104133266	3.0	2.779019	1.1573079	0.1317958421503187	0.1138813985027828	True
Theta1	theta1=3	Gene_500	c5535	2.6868292546904162	2.752707360178716	5.0	4.3190436	1.2546142	1.6322143453095834	1.3009691308368607	True
Theta1	theta1=3	Gene_500	c5536	2.3896124501532228	2.4773166887358515	3.0	3.6568432	1.3523315	1.2672307498467772	0.9370710878558823	True
Theta1	theta1=3	Gene_500	c5537	3.772895807656531	3.795621028157194	3.0	3.511338	1.3124671	-0.26155780765653125	-0.19928713463105568	True
Theta1	theta1=3	Gene_500	c5538	3.498845297220754	3.52862958138332	4.0	3.8163657	1.2584045	0.317520402779246	0.2523198246503775	True
Theta1	theta1=3	Gene_500	c5539	3.626137128218231	3.652407822902489	3.0	3.0229766	1.1673313	-0.6031605282182313	-0.5167003816467794	True
Theta1	theta1=3	Gene_500	c5540	4.021782841728775	4.039545140105552	1.0	2.0921903	1.3305833	-1.9295925417287747	-1.4501854500419287	True
Theta1	theta1=3	Gene_500	c5541	1.605494541499025	1.788474407601907	2.0	2.101287	1.2208976	0.4957924585009752	0.4060884864553548	True
Theta1	theta1=3	Gene_500	c5542	1.1332005966823824	1.4123471021333744	2.0	2.1439404	1.2052443	1.0107398033176176	0.838618198250444	True
t5r5	theta1=5	Gene_500	c4895	3.8903305863988487	3.910563109709537	3.0	2.8420684	1.2052263	-1.0482621863988486	-0.869763783281902	True
t5r5	theta1=5	Gene_500	c4896	3.806076378346714	3.82806803027167	2.0	2.410356	1.2752448	-1.3957203783467138	-1.0944725109615925	True
t5r5	theta1=5	Gene_500	c4897	3.3471808673149575	3.381759477462823	8.0	5.1798406	1.1941586	1.832659732685043	1.5346870446564158	True
t5r5	theta1=5	Gene_500	c4898	3.2185960175270933	3.257827493949021	2.0	3.3290725	1.3376068	0.11047648247290676	0.08259264417084808	True
t5r5	theta1=5	Gene_500	c4899	0.6124301071889627	1.0455311806095589	0.0	-1.753671	1.5152074	-2.3661011071889626	-1.5615691338287832	True
t5r5	theta1=5	Gene_500	c4900	-0.6954464696677118	0.4046992656699077	0.0	-1.7281241	1.4879895	-1.0326776303322882	-0.6940086810641394	True
t5r5	theta1=5	Gene_500	c4901	3.298537927264297	3.3348092304846686	1.0	2.4895494	1.431255	-0.8089885272642969	-0.5652301841840182	True
t5r5	theta1=5	Gene_500	c4902	4.011578872856901	4.029521720364825	4.0	3.7265778	1.2133704	-0.2850010728569008	-0.23488381854123092	True
t5r5	theta1=5	Gene_500	c4903	3.227045170738639	3.2659529092494237	4.0	3.6117487	1.2439153	0.384703529261361	0.30926826710899125	True
t5r5	theta1=5	Gene_500	c4904	3.81339522080652	3.835228244776609	4.0	3.6277456	1.2579808	-0.18564962080652014	-0.14757746764220897	True
t5r5	theta1=5	Gene_500	c4905	3.497819050054974	3.527633464550984	3.0	2.8974679	1.2413512	-0.6003511500549741	-0.48362715567920994	True
t5r5	theta1=5	Gene_500	c4906	3.6282257823361426	3.654442376150948	2.0	2.3948905	1.2423778	-1.2333352823361428	-0.9927216039566569	True
t5r5	theta1=5	Gene_500	c4907	2.584251148627774	2.6569927087839758	1.0	0.5531545	1.2600032	-2.0310966486277744	-1.611977373254111	True
