node,node2,regime
c5148,c5358,0
c5148,c5132,0
c5148,c4906,0
c5148,c5251,0
c5148,c4902,0
c5148,c5399,0
c5148,c5269,0
c5148,c5197,0
c5148,c5281,0
c5148,c5013,0
c5148,c5147,0
c5285,c5208,0
c5285,c4936,0
c5285,c4913,0
c5285,c5382,0
c5285,c5286,0
c5184,c5183,0
c4990,c4997,0
c4990,c4965,0
c4990,c4989,0
c4990,c5259,0
c4990,c5122,0
c4990,c5246,0
c4990,c5294,0
c5242,c4971,0
c5242,c5192,0
c5242,c4996,0
c5242,c5012,0
c5242,c5155,0
c5242,c5081,0
c5242,c5090,0
c5242,c5241,0
c5222,c5406,0
c5222,c5220,0
c5222,c4991,0
c5222,c5247,0
c5222,c5221,0
c4997,c5392,0
c4997,c4998,0
c5168,c5206,0
c5168,c4944,0
c5168,c4917,0
c5168,c5167,0
c5208,c4984,0
c5208,c5300,0
c5208,c5346,0
c5208,c5103,0
c5208,c4922,0
c5208,c5207,0
c5208,c5272,0
c5124,c5063,0
c5124,c5043,0
c5124,c5130,0
c5124,c5123,0
c5406,c5107,0
c5406,c5405,0
c4984,c5009,0
c4984,c4983,0
c4984,c5321,0
c5009,c5100,0
c5009,c5010,0
c4940,c4956,0
c4940,c4909,0
c4940,c5072,0
c4940,c5308,0
c4940,c5078,0
c4940,c5311,0
c4940,c4939,0
c4940,c5324,0
c5220,c4974,0
c5220,c5353,0
c5220,c5332,0
c5220,c5188,0
c5220,c5219,0
c4956,c5174,0
c4956,c4955,0
c4956,c5096,0
c5026,c5376,0
c5026,c5025,0
c4974,c5262,0
c4974,c5068,0
c4974,c4973,0
c4965,c5333,0
c4965,c4978,0
c4965,c4966,0
c4991,c5267,0
c4991,c4976,0
c4991,c4992,0
c4909,c4910,0
c4909,c5181,0
c4909,c5066,0
c4909,c4929,0
c4909,c5195,0
c4909,c5284,0
c4909,c5019,0
c4909,c5201,0
c5300,c5299,0
c5300,c5330,0
c4971,c5028,0
c4971,c5154,0
c4971,c5250,0
c4971,c4979,0
c4971,c4972,0
c5072,c5274,0
c5072,c5234,0
c5072,c5401,0
c5072,c5016,0
c5072,c5071,0
c5333,c5024,0
c5333,c5137,0
c5333,c5334,0
c5063,c5140,0
c5063,c5408,0
c5063,c5064,0
c5358,c5238,0
c5358,c5383,0
c5358,c5325,0
c5358,c5127,0
c5358,c5357,0
c5358,c5055,0
c5358,c5160,0
c5192,c5164,0
c5192,c5060,0
c5192,c4963,0
c5192,c5404,0
c5192,c5191,0
c4996,c4995,0
c5308,c5041,0
c5308,c5224,0
c5346,c5051,0
c5346,c5343,0
c5346,c5345,0
c5259,c5260,0
c5274,c5273,0
c5238,c5365,0
c5238,c4923,0
c5238,c5237,0
c5392,c5141,0
c5392,c5391,0
c5132,c5144,0
c5132,c5131,0
c5132,c5266,0
c5132,c5319,0
c4906,c4895,0
c4906,c4905,0
c4936,c4935,0
c5365,c5366,0
c5051,c5052,0
c4978,c4977,0
c5383,c5384,0
c5383,c5303,0
c5383,c5047,0
c5383,c5045,0
c5017,c5296,0
c5017,c5379,0
c5017,c5018,0
c5234,c5118,0
c5234,c5233,0
c5141,c5142,0
c4969,c5327,0
c4969,c5002,0
c4969,c4970,0
c4969,c5097,0
c5043,c5044,0
c5215,c5004,0
c5215,c5171,0
c5215,c4951,0
c5215,c5216,0
c5215,c5280,0
c5296,c5080,0
c5296,c5236,0
c5296,c5295,0
c5206,c5205,0
c5396,c5314,0
c5396,c5074,0
c5396,c5086,0
c5396,c5395,0
c5327,c5328,0
c5327,c4925,0
c5140,c4958,0
c5140,c5139,0
c5028,c5027,0
c5012,c5371,0
c5012,c5318,0
c5012,c5342,0
c5012,c5011,0
c5316,c5315,0
c5118,c5117,0
c5154,c5008,0
c5154,c5153,0
c5154,c5348,0
c5401,c5169,0
c5401,c5053,0
c5401,c5298,0
c5401,c5352,0
c5401,c5402,0
c5267,c4947,0
c5267,c5268,0
c5024,c5385,0
c5024,c5023,0
c5130,c5230,0
c5130,c5106,0
c5130,c5165,0
c5130,c5075,0
c5130,c5129,0
c5164,c5194,0
c5164,c5163,0
c5247,c5248,0
c5041,c5042,0
c5103,c5104,0
c5103,c5243,0
c5144,c5143,0
c5251,c5176,0
c5251,c5361,0
c5251,c5252,0
c4902,c5199,0
c4902,c4901,0
c5343,c5344,0
c5250,c5249,0
c5399,c4961,0
c5399,c4933,0
c5399,c5400,0
c5214,c5310,0
c5214,c5213,0
c4944,c5109,0
c4944,c4943,0
c5269,c4946,0
c5269,c5270,0
c5269,c4967,0
c5230,c5092,0
c5230,c5229,0
c4923,c5264,0
c4923,c5151,0
c4923,c5287,0
c4923,c4941,0
c4923,c4924,0
c5122,c5038,0
c5122,c5149,0
c5122,c5121,0
c5174,c5173,0
c5004,c5003,0
c5181,c5162,0
c5181,c5182,0
c5325,c4985,0
c5325,c5326,0
c5325,c5289,0
c5008,c5007,0
c5106,c5397,0
c5106,c5021,0
c5106,c4987,0
c5106,c5105,0
c4961,c5302,0
c4961,c4962,0
c5189,c5190,0
c5264,c5157,0
c5264,c5263,0
c5080,c5079,0
c5078,c5228,0
c5078,c5077,0
c4947,c4948,0
c4922,c4921,0
c5321,c5322,0
c5197,c4898,0
c5197,c5198,0
c4911,c4912,0
c5311,c5312,0
c5246,c5256,0
c5246,c5245,0
c5066,c5337,0
c5066,c5065,0
c5371,c4982,0
c5371,c4999,0
c5371,c5372,0
c5127,c5128,0
c5162,c5161,0
c5408,c5407,0
c5109,c5031,0
c5109,c5070,0
c5109,c5110,0
c5353,c5354,0
c5353,c5120,0
c5337,c5338,0
c4920,c4919,0
c5256,c5255,0
c5314,c5313,0
c5314,c5412,0
c5314,c5112,0
c4976,c4975,0
c4958,c4957,0
c4898,c4897,0
c4985,c5356,0
c4985,c4986,0
c5169,c5170,0
c5397,c5291,0
c5397,c5398,0
c5376,c5388,0
c5376,c5375,0
c5281,c5367,0
c5281,c4903,0
c5281,c5282,0
c5157,c5158,0
c5151,c5152,0
c5002,c5001,0
c5176,c5414,0
c5176,c5175,0
c4946,c4945,0
c5171,c5172,0
c4917,c5389,0
c4917,c4918,0
c5053,c5054,0
c5330,c5329,0
c5303,c5258,0
c5303,c5304,0
c5303,c5146,0
c5318,c5317,0
c5055,c5116,0
c5055,c5056,0
c5055,c5134,0
c5385,c5386,0
c4929,c4930,0
c4929,c5126,0
c5195,c5196,0
c4993,c4994,0
c5287,c5209,0
c5287,c5288,0
c5287,c5350,0
c5092,c4959,0
c5092,c5091,0
c5088,c5062,0
c5088,c5180,0
c5088,c5087,0
c5088,c5114,0
c5088,c4931,0
c5356,c5355,0
c5194,c5193,0
c5224,c4953,0
c5224,c5223,0
c4951,c4952,0
c5060,c5204,0
c5060,c5059,0
c5412,c5411,0
c5062,c5061,0
c5160,c5186,0
c5160,c5159,0
c4982,c4908,0
c4982,c4981,0
c4908,c4907,0
c5367,c5417,0
c5367,c5368,0
c5291,c5292,0
c4933,c4934,0
c5332,c5036,0
c5332,c5331,0
c5342,c5218,0
c5342,c5341,0
c5284,c5283,0
c5284,c5409,0
