"gene","ou1_conv","ou1_theta","ou1_alpha","ou1_sigma_sq","ou1_gamma","ou1_loglik","ou2_conv","ou2_theta","ou2_alpha","ou2_sigma_sq","ou2_gamma","ou2_loglik","brown_conv","brown_theta","brown_sigma_sq","brown_gamma","brown_loglik","ou2_vs_bm_pvalue","ou2_vs_ou1_pvalue","qvalue","adaptive"
1,1,1.41557885242399,0.0407969649066826,0.157849417114478,8.69605224479695,-1173.58984378072,1,1.38336655899728,0.0411481660755353,0.158580915071602,8.64801881924672,-1173.54558998584,1,1.4149716416976,0.0794764101939678,19.3152490592669,-1175.98072703411,0.0875857427511502,0.0273231602869126,0.0875857427511502,"False"
1,1,1.41557885242399,0.0407969649066826,0.157849417114478,8.69605224479695,-1173.58984378072,1,1.72542754488006,0.0411481660755353,0.158580915071602,8.64801881924672,-1173.54558998584,1,1.4149716416976,0.0794764101939678,19.3152490592669,-1175.98072703411,0.0875857427511502,0.0273231602869126,0.0875857427511502,"False"
2,1,1.01572732689035,0.046708037072905,0.115858007060019,7.76700567105098,-1043.54529691866,1,1.06831645738004,0.0493587024521246,0.119369718829458,7.50169319081832,-1043.35403575629,1,1.00114303502231,0.0565748449529261,17.8198364384178,-1046.05959484162,0.0668329480788776,0.0200088953851326,0.0668329480788776,"False"
2,1,1.01572732689035,0.046708037072905,0.115858007060019,7.76700567105098,-1043.54529691866,1,0.569191074371216,0.0493587024521246,0.119369718829458,7.50169319081832,-1043.35403575629,1,1.00114303502231,0.0565748449529261,17.8198364384178,-1046.05959484162,0.0668329480788776,0.0200088953851326,0.0668329480788776,"False"
3,1,3.15895162407961,0.0115694356948963,0.112563267602406,35.0789279192599,-1436.7142291063,1,3.41866364818508,0.0246696590098964,0.137829522873733,28.2611086473545,-1435.52779279034,1,3.14040043143165,0.0881412604774667,45.5769480916938,-1436.83933581442,0.269404038585507,0.105319431510272,0.269404038585507,"False"
3,1,3.15895162407961,0.0115694356948963,0.112563267602406,35.0789279192599,-1436.7142291063,1,0.0216650598872099,0.0246696590098964,0.137829522873733,28.2611086473545,-1435.52779279034,1,3.14040043143165,0.0881412604774667,45.5769480916938,-1436.83933581442,0.269404038585507,0.105319431510272,0.269404038585507,"False"
4,1,1.42309226267396,0.0452875675339839,0.117734556310029,11.3428421543541,-1137.62996170734,1,1.41650800790427,0.0455943670121456,0.118325020105146,11.2770053092948,-1137.62770474684,1,1.49362671056996,0.0520182800729859,28.577722645231,-1140.08836137652,0.0853788702571657,0.0265273454368875,0.0853788702571657,"False"
4,1,1.42309226267396,0.0452875675339839,0.117734556310029,11.3428421543541,-1137.62996170734,1,1.47683762819346,0.0455943670121456,0.118325020105146,11.2770053092948,-1137.62770474684,1,1.49362671056996,0.0520182800729859,28.577722645231,-1140.08836137652,0.0853788702571657,0.0265273454368875,0.0853788702571657,"False"
5,1,1.21320919909013,0.0290419341583112,0.103565776012281,12.5569883714285,-1132.73582365447,1,1.2545470428127,0.0299814886336324,0.104862448969445,12.3824161945259,-1132.66462121955,1,1.20087887712596,0.0646760583357086,21.2635143443496,-1133.72976302098,0.344678975327555,0.144414034364668,0.344678975327555,"False"
5,1,1.21320919909013,0.0290419341583112,0.103565776012281,12.5569883714285,-1132.73582365447,1,0.729420471248972,0.0299814886336324,0.104862448969445,12.3824161945259,-1132.66462121955,1,1.20087887712596,0.0646760583357086,21.2635143443496,-1133.72976302098,0.344678975327555,0.144414034364668,0.344678975327555,"False"
6,1,3.46654742162305,0.0242994533279811,0.231815571961579,15.0591680093556,-1440.94040964272,1,3.74621342175994,0.0405442059898283,0.286272002048827,11.8820580873438,-1439.2284250258,1,3.47957307259295,0.150452219351668,24.3676102300567,-1441.42890783618,0.110749674359546,0.0359185876300773,0.110749674359546,"False"
6,1,3.46654742162305,0.0242994533279811,0.231815571961579,15.0591680093556,-1440.94040964272,1,0.594551886437426,0.0405442059898283,0.286272002048827,11.8820580873438,-1439.2284250258,1,3.47957307259295,0.150452219351668,24.3676102300567,-1441.42890783618,0.110749674359546,0.0359185876300773,0.110749674359546,"False"
7,1,1.14479301784242,0.0376016173329628,0.0965810139883216,8.90236425312105,-1022.79916440834,1,1.2168999731945,0.0421633716115573,0.101799538838199,8.37905748568257,-1022.40788023017,1,1.18150895457304,0.0545092258338186,17.1115049559381,-1023.99935305326,0.203625486454296,0.0744104754044228,0.203625486454296,"False"
7,1,1.14479301784242,0.0376016173329628,0.0965810139883216,8.90236425312105,-1022.79916440834,1,0.409986409554096,0.0421633716115573,0.101799538838199,8.37905748568257,-1022.40788023017,1,1.18150895457304,0.0545092258338186,17.1115049559381,-1023.99935305326,0.203625486454296,0.0744104754044228,0.203625486454296,"False"
8,1,2.42630807581225,0.0329947543491629,0.192034744199768,13.5858990806686,-1348.35794245346,1,2.41647161076104,0.0331342657725093,0.192401881761677,13.5572451547212,-1348.35544940155,1,2.43281660260813,0.110174897134519,25.1940659102687,-1349.45071847844,0.334449602180561,0.138860791487731,0.334449602180561,"False"
