ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_0	h1_theta_1	h0	h1	lrt	p	q	signif
11	Gene_12	144.66008	5.3527937	7.2205677	0.887951	716.61084	8.8185	8.162614	0.5342091917991638	2.893601417541504	371.4749	355.24948	32.450867	9.999000099990002e-05	0.0006666000066660002	True
15	Gene_16	422.312	8.086908	7.962652	-0.8717834	302.76517	24.535854	9.233675	-1.1097445487976074	1.2576595544815063	533.7793	494.58746	78.38367	9.999000099990002e-05	0.0006666000066660002	True
27	Gene_28	358.09143	3.7065477	6.6028585	0.5349487	631.1034	12.666774	8.870723	0.1047690510749816	4.185174942016602	255.80942	218.88858	73.841675	9.999000099990002e-05	0.0006666000066660002	True
32	Gene_33	69.24747	5.067333	7.8009295	-0.18080987	604.54443	8.751146	9.055685	-0.5482771992683411	1.8025299310684204	473.98102	461.02325	25.915527	9.999000099990002e-05	0.0006666000066660002	True
36	Gene_37	190.68832	4.5401926	7.147077	0.48365557	578.7694	7.163545	7.993865	0.1355036795139312	2.709436416625977	384.71564	371.2185	26.994263	9.999000099990002e-05	0.0006666000066660002	True
42	Gene_43	247.19632	5.042169	7.4591403	1.4726886	610.62067	8.20023	8.384065	1.0709223747253418	3.676010608673096	154.76398	139.41656	30.694824	9.999000099990002e-05	0.0006666000066660002	True
46	Gene_47	99.361374	4.7553616	7.461292	-0.7810262	363.59824	9.90762	9.047586	-1.14491605758667	1.6711970567703247	481.05847	461.00482	40.1073	9.999000099990002e-05	0.0006666000066660002	True
57	Gene_58	165.72687	5.246935	7.131818	1.6378851	506.4908	8.19685	7.943901	1.302481770515442	3.6626617908477774	122.87071	108.248314	29.244797	9.999000099990002e-05	0.0006666000066660002	True
63	Gene_64	458.66812	3.3459585	6.5712547	0.32930905	559.0067	6.319767	7.564111	-0.1522424966096878	3.5683417320251465	290.99866	273.02448	35.948364	9.999000099990002e-05	0.0006666000066660002	True
64	Gene_65	179.2927	2.956319	6.829564	0.886544	707.8533	5.08949	7.5348134	0.2637632489204407	5.015812873840332	40.010544	21.563934	36.89322	9.999000099990002e-05	0.0006666000066660002	True
85	Gene_86	183.17902	4.8536286	6.9156632	0.36369768	568.96136	9.436519	8.119777	0.026188725605607	2.6767373085021973	435.368	415.0623	40.61145	9.999000099990002e-05	0.0006666000066660002	True
90	Gene_91	273.6715	5.863079	7.409093	1.565857	602.5794	9.121547	8.314131	1.2006711959838867	3.331887722015381	211.41919	198.395	26.04837	9.999000099990002e-05	0.0006666000066660002	True
91	Gene_92	240.22865	4.434845	6.869222	2.086601	521.17944	7.548682	7.914991	1.7284202575683594	4.351242542266846	-92.052536	-105.72058	27.33609	9.999000099990002e-05	0.0006666000066660002	True
92	Gene_93	96.55397	5.8966455	7.4778132	-0.25514814	330.10278	10.530871	8.432537	-0.5598897337913513	1.849165081977844	506.6635	487.10803	39.110962	9.999000099990002e-05	0.0006666000066660002	True
93	Gene_94	99.92312	4.819991	6.6913724	0.5597009	556.1183	14.698322	8.66083	0.2264103889465332	3.155335664749145	435.86786	401.28348	69.16876	9.999000099990002e-05	0.0006666000066660002	True
95	Gene_96	187.18254	5.074841	7.846398	-0.8251163	441.3375	13.843	9.884674	-1.1921545267105105	2.085590362548828	464.84793	432.02704	65.641785	9.999000099990002e-05	0.0006666000066660002	True
98	Gene_99	194.14563	5.4187245	6.771395	2.5672474	780.7604	11.531596	8.138078	2.146194696426392	4.669993877410889	-194.12267	-218.03262	47.819916	9.999000099990002e-05	0.0006666000066660002	True
