scenario	theta1	node_name	is_leaf	sim_expr	read_count	infer_mu	infer_var	sim_root	sim_centered	reconstructed_centered	residual	abs_error	sim_history_file	reconstruction_file
t3r0	3	c5530	True	0.3217107941542996	0.0	-0.615240409476676	1.0403740763199876	0.057235179533903	0.2644756146203966	-0.672475589010579	-0.9369512036309756	0.9369512036309756	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4670	False	-0.6406970266554926		-0.7520037493938153	1.4943981188175697	0.057235179533903	-0.6979322061893956	-0.8092389289277183	-0.11130672273832276	0.11130672273832276	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5419	True	0.3418940650981413	0.0	-0.6107093674505897	1.0512622119612856	0.057235179533903	0.2846588855642383	-0.6679445469844927	-0.9526034325487309	0.9526034325487309	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5420	True	0.7216048082118116	0.0	-0.6050029038326167	1.052889164436193	0.057235179533903	0.6643696286779086	-0.6622380833665197	-1.3266077120444284	1.3266077120444284	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c2086	False	1.1555929451813074		1.279949557555718	3.11340284607868	0.057235179533903	1.0983577656474044	1.222714378021815	0.12435661237441065	0.12435661237441065	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c2996	False	1.139384275319712		1.7428709736788772	2.5810924687296084	0.057235179533903	1.082149095785809	1.6856357941449742	0.6034866983591651	0.6034866983591651	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c3464	False	1.028193907629784		2.022303017564763	2.16977129517507	0.057235179533903	0.9709587280958809	1.96506783803086	0.994109109934979	0.994109109934979	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4029	False	2.4095061754134277		2.3942200065086308	1.718464840654906	0.057235179533903	2.3522709958795245	2.336984826974728	-0.015286168904796504	0.015286168904796504	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4725	False	2.6646318591279075		2.011323809369435	1.368232308280029	0.057235179533903	2.6073966795940047	1.954088629835532	-0.6533080497584727	0.6533080497584727	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5461	True	2.345436260933628	2.0	1.8870857575266529	0.846159320459303	0.057235179533903	2.288201081399725	1.8298505779927499	-0.45835050340697525	0.45835050340697525	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5462	True	2.9767188241065856	1.0	1.6369383132000312	0.9237785943679528	0.057235179533903	2.919483644572683	1.5797031336661282	-1.3397805109065546	1.3397805109065546	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4726	False	2.4560862617834243		2.968646995270611	1.3359841406802822	0.057235179533903	2.3988510822495215	2.9114118157367077	0.5125607334871862	0.5125607334871862	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
