node_name	is_leaf	sim_expr	read_count
c0	False	1.2633973018478986	
c6	False	1.2285651412270646	
c46	False	1.401136404844228	
c56	False	1.2864528789277851	
c70	False	1.570097841981896	
c90	False	1.9738410594735818	
c108	False	2.8766433083998315	
c168	False	1.51978057642914	
c447	False	1.6097668238705891	
c1124	False	2.42769750692576	
c3218	False	2.3798454192562764	
c3729	False	2.034467422902861	
c4393	False	1.4047022487411336	
c5357	True	1.8623261738273131	3.0
c5358	True	1.363827091411452	3.0
c4394	False	1.2342863906629828	
c5127	True	1.057520127039075	1.0
c5128	True	1.4938135245896802	2.0
c3730	False	2.946524987877995	
c4429	False	3.4530753521145945	
c5159	True	3.376175547412305	4.0
c5160	True	3.747185756796137	4.0
c4430	False	3.720653232143281	
c5185	True	3.5480053878166222	4.0
c5186	True	3.393008828742694	1.0
c1907	False	1.9390710462266454	
c3863	False	1.7611660354734664	
c4647	False	2.0281791734782	
c5355	True	2.3049045360292197	5.0
c5356	True	1.8302113666339188	3.0
c4648	False	1.5687574389654286	
c4985	True	2.113430097926609	2.0
c4986	True	1.8108762471967035	2.0
c2829	False	1.915318882629441	
c4340	False	1.9799482486283848	
c5289	True	2.112457151827578	0.0
c5290	True	2.1191877486159147	3.0
c4322	False	1.2287493252753836	
c5325	True	1.4186167138867964	0.0
c5326	True	1.3682752198578816	0.0
c648	False	0.9527821240018011	
c3433	False	0.055297496611212305	
c4530	False	0.3772741214642353	
c5055	True	1.1113752392828138	0.0
c5056	True	1.7562386210080418	1.0
c4186	False	0.2985342763425324	
c5133	True	0.6742846220584453	2.0
c5134	True	0.7009123950624729	1.0
c4326	False	0.6917215364593445	
c5115	True	0.6783517595003292	1.0
c5116	True	1.049316124979936	3.0
c1348	False	1.7593129034839543	
c1506	False	2.8001505303568237	
c2652	False	4.3407251322817135	
c3193	False	4.290255769797739	
c4492	False	4.989533883571299	
c5371	True	4.463963548506271	2.0
c5372	True	4.431969229098036	3.0
c4631	False	3.7077750420798576	
c4999	True	3.802842076922458	2.0
c5000	True	4.205455803182996	2.0
c3692	False	5.282913218533312	
c4335	False	5.229159225692277	
c4907	True	5.481675248121417	8.0
c4908	True	5.023463040707402	4.0
c4336	False	4.949802422141948	
c4981	True	5.725419169180146	5.0
c4982	True	5.021517067110539	6.0
c3952	False	0.5050977557307776	
c4615	False	0.611386578233782	
c5317	True	1.0698680443310802	1.0
c5318	True	0.7620927161801682	0.0
c4616	False	0.5481451437637797	
c5011	True	1.1605208612199853	0.0
c5012	True	0.5588185495957537	0.0
c3098	False	2.5770506590271895	
c4362	False	2.4288148664321945	
c5341	True	2.1880138385344523	0.0
c5342	True	1.49519551948542	0.0
c4611	False	3.0293217913266073	
c5217	True	2.9945233198177523	0.0
c5218	True	3.1038049452713996	1.0
c140	False	2.9343015634300618	
c1314	False	2.95534847647021	
c2837	False	3.492102215301297	
c3896	False	2.9577159670988493	
c4499	False	1.9984258390187852	
c4971	True	1.4017399269747783	1.0
c4972	True	1.3454587881522837	1.0
c4500	False	3.2738167287895137	
c4979	True	3.4473142812246067	2.0
c4980	True	2.963649282508126	3.0
c4292	False	3.2056920104586797	
c5249	True	2.8664689168358666	3.0
c5250	True	2.8127664445994887	5.0
c4578	False	2.202572997915135	
c5027	True	2.4771075711911776	2.0
c5028	True	2.194339408925767	4.0
c2671	False	2.290648343496698	
c3934	False	1.8378152073800202	
c4645	False	2.0873211635813167	
c5359	True	2.8651638490983506	5.0
c5360	True	1.1725453711282656	1.0
c4646	False	1.2081303653133428	
c5347	True	0.8864421878878104	1.0
c5348	True	2.1566628348945356	0.0
c3787	False	1.6952530988604781	
c4279	False	2.4018766080654923	
c5153	True	2.396257875734448	7.0
c5154	True	1.8847639901205016	0.0
c4280	False	0.3077293437699653	
c5007	True	1.2594788211975414	3.0
c5008	True	1.23549704069068	1.0
c129	False	3.4983492868654027	
c157	False	3.8554092121449535	
c203	False	4.317508286558523	
c294	False	3.286195310954489	
c1228	False	2.247552851740374	
c1516	False	2.4902821039139944	
c3416	False	3.4762349495813307	
c3809	False	2.9689144011839788	
c4465	False	3.757878593691084	
c5191	True	4.2322315241652255	4.0
c5192	True	3.8862983056934977	6.0
c4466	False	2.354599993887072	
c5403	True	1.600325123016253	1.0
c5404	True	3.387973577503305	5.0
c4414	False	3.2582115260224245	
c4963	True	3.9382005603833115	6.0
c4964	True	3.623810493840402	0.0
c1988	False	1.8043576143250775	
c4546	False	0.053105510725454996	
c5203	True	0.9558482802971784	0.0
c5204	True	0.6958321168839469	1.0
c4269	False	0.8707090869013857	
c5059	True	1.4013182222088618	1.0
c5060	True	1.4258500477519684	2.0
c3741	False	1.9325448867041364	
c4637	False	1.7570466344125315	
c5193	True	1.9142033686560187	2.0
c5194	True	2.192804884261576	1.0
c4638	False	2.6899231413820623	
c5163	True	3.211544565323525	3.0
c5164	True	1.9186550699321747	1.0
c367	False	3.0660793856241533	
c1847	False	2.456435855413475	
c3201	False	1.2843080576962045	
c4417	False	2.2779065005994688	
c5241	True	2.098330210925475	3.0
c5242	True	1.705375881874072	2.0
c4206	False	0.8025577040911404	
c4995	True	0.8580650967958764	0.0
c4996	True	1.325736952190376	3.0
c4524	False	1.8548393348270396	
c5155	True	1.7316989537713268	3.0
c5156	True	2.533588392274444	3.0
c4552	False	3.4432117228933046	
c5081	True	2.843233710311676	7.0
c5082	True	3.9685626541408143	5.0
c4421	False	3.309575030705141	
c5089	True	4.048737097038382	3.0
c5090	True	3.5207089192200423	0.0
c863	False	0.8735351736047985	
c2234	False	-0.8475678900457227	
c3616	False	-1.8990711468006023	
c4651	False	-1.8936011542918083	
c5239	True	0.14353002500871634	0.0
c5240	True	0.09340786936706093	0.0
c4652	False	-2.39784220983105	
c5275	True	0.05979245911890773	0.0
c5276	True	0.08718536334861744	0.0
c4554	False	-0.14963751692703958	
c5305	True	1.2456435508354033	1.0
c5306	True	0.5419784525491012	1.0
c3417	False	-0.7916807374283936	
c3592	False	-0.6135868622849713	
c4389	False	0.24215510656843864	
c4949	True	0.858523241237451	0.0
c4950	True	0.8897570087271724	2.0
c4390	False	-1.025303560873372	
c5373	True	0.542311819495349	3.0
c5374	True	0.5419950556023961	0.0
c4215	False	-1.3361760602019501	
c4915	True	0.22111639551634063	0.0
c4916	True	0.5103449030867573	3.0
c844	False	2.2167501959365077	
c1438	False	1.9901737474602252	
c2975	False	1.8346077169625608	
c4075	False	0.45980670498697496	
c4743	False	0.40664337731266564	
c5431	True	0.9343649112559447	1.0
c5432	True	0.4055239293960683	0.0
c4744	False	-0.16640892047788303	
c5429	True	0.9958932727749585	2.0
c5430	True	1.1296513987513603	2.0
c4741	False	-0.19317019420355352	
c5479	True	0.2574967242254329	0.0
c5480	True	0.4876833504098876	0.0
c2974	False	1.3699723607653884	
c4064	False	0.4983073980990944	
c4671	False	0.1687324737677992	
c5539	True	0.44253770348787824	0.0
c5540	True	0.7406034297553851	0.0
c4672	False	-0.04312174417010228	
c5477	True	0.9190122827077699	2.0
c5478	True	0.4923359733625808	0.0
c4750	False	3.446934215196879	
c5499	True	4.635242680234481	2.0
c5500	True	4.053628025819305	3.0
c3781	False	1.7737807336113431	
c4509	False	0.9887544134865551	
c5365	True	1.10978873886798	0.0
c5366	True	1.372681085451991	2.0
c4510	False	1.21684896621703	
c5237	True	1.1941911742089328	0.0
c5238	True	1.873683609775126	2.0
c694	False	3.5602294563499033	
c1828	False	2.3921548769695393	
c3681	False	1.3840751327422693	
c4411	False	0.8071091373215282	
c5131	True	1.3443212018184694	1.0
c5132	True	1.4977998918767548	1.0
c4412	False	1.2214111379383759	
c5143	True	1.4898478760836773	3.0
c5144	True	1.1475585863740279	2.0
c3377	False	3.3212845456734987	
c4508	False	3.633265081495151	
c5029	True	3.187111992107929	6.0
c5030	True	3.2856970098592884	3.0
c4617	False	3.9166134359549747	
c5265	True	3.7136246068998555	6.0
c5266	True	3.80879554577436	6.0
c4391	False	4.3468287856005965	
c5319	True	3.6319715353869246	3.0
c5320	True	4.032833577202406	5.0
c137	False	1.8584808502946517	
c166	False	1.062193756853887	
c324	False	2.3002566717362476	
c951	False	4.40732292901285	
c1171	False	4.819158784840201	
c1415	False	5.175076258464782	
c2673	False	4.906487884129626	
c3941	False	5.082676506603763	
c4435	False	4.919184435248441	
c4953	True	4.378624263201455	3.0
c4954	True	5.161798778633718	4.0
c4436	False	4.525562978885209	
c5223	True	4.091762345334137	4.0
c5224	True	4.7455472021749285	4.0
c3374	False	4.28925306253237	
c4489	False	4.54231141411713	
c5041	True	5.045375809242436	5.0
c5042	True	3.5439833705137653	4.0
c5308	True	3.6859401706778296	5.0
c1697	False	4.915129888927815	
c3758	False	3.7731235319179475	
c4487	False	3.795159545202787	
c5323	True	4.5058440350724895	3.0
c5324	True	3.7433614833853013	2.0
c4488	False	3.7976211105400877	
c4939	True	4.142576393181048	3.0
c4940	True	4.7368227509717755	8.0
c4503	False	2.121731577521996	
c5311	True	1.9270426896431525	1.0
c5312	True	2.0099296691937045	2.0
c3355	False	6.76170366460469	
c3881	False	5.475437786130534	
c4563	False	4.576815989612398	
c4955	True	4.710893092701327	5.0
c4956	True	4.2920521520164465	3.0
c4564	False	5.186982950586257	
c5095	True	5.08965545952042	5.0
c5096	True	5.575270889341518	5.0
c4470	False	6.487092888659589	
c5173	True	6.183490741320438	8.0
c5174	True	6.268310956776373	2.0
c1799	False	2.8588431638212555	
c3885	False	3.621791448269145	
c4643	False	2.960848263998934	
c5339	True	3.336045940610825	2.0
c5340	True	2.390535359001209	3.0
c4644	False	3.848240657802524	
c5227	True	3.476746510071373	5.0
c5228	True	3.1208540198017864	3.0
c4251	False	2.1855815767744575	
c5077	True	2.3642949696649316	3.0
c5078	True	3.241437440180941	1.0
c1343	False	2.4077059668362306	
c2328	False	1.1066113170905858	
c3413	False	1.5214654459601396	
c3735	False	0.8003145269268455	
c4447	False	1.7599157102675151	
c5071	True	1.3201238936838326	1.0
c5072	True	1.7573838523668357	2.0
c4448	False	1.9267410427392213	
c5273	True	1.750135016275278	2.0
c5274	True	1.4956227098947958	3.0
c3736	False	1.3810047814052773	
c4355	False	1.2592871986501513	
c5117	True	1.3765544491788155	3.0
c5118	True	1.1551289197995533	3.0
c4356	False	0.8190645216951931	
c5233	True	2.388233662157709	3.0
c5234	True	1.1627238412103074	1.0
c4451	False	1.3790297300975292	
c5015	True	1.7925482110636817	2.0
c5016	True	1.499525138361784	4.0
c1578	False	2.5014745787176773	
c2310	False	2.219309986110246	
c2753	False	2.7225925477564563	
c3900	False	0.8377975916691283	
c4439	False	-0.1787017900884046	
c5401	True	0.36127243713183815	0.0
c5402	True	0.4813576921965678	1.0
c4440	False	1.29138073366477	
c5169	True	1.9521947738772776	1.0
c5170	True	1.6069604902048409	1.0
c4203	False	2.8170000030401767	
c5351	True	2.563776018897529	1.0
c5352	True	3.1516432596238606	1.0
c4431	False	2.060650123490819	
c5053	True	3.2187454301969995	7.0
c5054	True	2.7434295473286014	2.0
c4549	False	2.358452201753333	
c5297	True	2.8902603258324127	2.0
c5298	True	2.0677718079270933	3.0
c244	False	1.0785500880437757	
c547	False	2.7750860249864746	
c711	False	2.4571343135535857	
c945	False	3.3776637309736968	
c1398	False	2.9715269797819723	
c2616	False	3.9299176327260232	
c4196	False	4.60578977792759	
c5097	True	4.944128211732401	4.0
c5098	True	4.604744715915703	9.0
c4237	False	4.269520513492768	
c4969	True	3.6411057135097296	4.0
c4970	True	3.861543455528682	4.0
c4314	False	3.386894872083907	
c5001	True	3.936155194037561	4.0
c5002	True	3.9842812627590556	4.0
c1816	False	3.062916914084245	
c2714	False	1.909808549854506	
c4266	False	2.103023388465582	
c4925	True	2.1085196022637347	3.0
c4926	True	2.6641498218145427	3.0
c4240	False	1.3650628770169417	
c5253	True	1.9066837419092422	1.0
c5254	True	0.8797493731515887	0.0
c4254	False	3.301535775556325	
c5327	True	3.1030396455211777	3.0
c5328	True	3.028285142205331	4.0
c946	False	3.4791278134649186	
c2801	False	3.293794908917384	
c3059	False	2.931347231444347	
c3655	False	3.1978455758905904	
c4521	False	3.387369417955964	
c5083	True	3.1461619887470764	7.0
c5084	True	2.5312616451607544	3.0
c4522	False	2.8071017668229996	
c5177	True	2.088601601373912	1.0
c5178	True	3.5913700229286865	3.0
c3656	False	3.0318472772314555	
c4613	False	3.7091278570476947	
c5277	True	3.459855961017393	2.0
c5278	True	3.667514021503851	5.0
c4614	False	2.43961183284479	
c5093	True	2.6609572483944692	1.0
c5094	True	2.641923888334503	4.0
c4475	False	1.7783097125852467	
c5135	True	2.0970330796942074	0.0
c5136	True	2.0867311636946018	3.0
c4360	False	6.2580850246839645	
c4993	True	6.0097219697476065	4.0
c4994	True	5.772970577122155	6.0
c3767	False	4.608295571130954	
