ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	Gene_1	h0	shared	22.402094	9.519655	11.6800585	3.4471169
0	Gene_1	h1	0	36.668087	12.251883	12.997431	3.1269543170928955
0	Gene_1	h1	1	36.668087	12.251883	12.997431	4.772651672363281
1	Gene_2	h0	shared	43.895905	8.707643	8.390479	0.94395787
1	Gene_2	h1	0	445.8405	8.543874	8.440419	0.8846983313560486
1	Gene_2	h1	1	445.8405	8.543874	8.440419	1.1432327032089233
2	Gene_3	h0	shared	84.617485	14.093939	10.528159	-0.19941103
2	Gene_3	h1	0	231.40611	14.247677	10.577041	-0.28120157122612
2	Gene_3	h1	1	231.40611	14.247677	10.577041	0.13996076583862305
3	Gene_4	h0	shared	104.08232	5.859577	8.063471	1.2126414
3	Gene_4	h1	0	618.56775	9.007511	9.135814	0.8510426878929138
3	Gene_4	h1	1	618.56775	9.007511	9.135814	2.9174351692199707
4	Gene_5	h0	shared	156.78499	6.122963	8.535866	-0.07107311
4	Gene_5	h1	0	398.41074	6.7834477	8.811579	-0.28266721963882446
4	Gene_5	h1	1	398.41074	6.7834477	8.811579	0.979518711566925
5	Gene_6	h0	shared	59.91615	4.138288	8.160835	1.8022112
5	Gene_6	h1	0	269.92163	4.816493	8.568119	1.4849448204040527
5	Gene_6	h1	1	269.92163	4.816493	8.568119	3.8666744232177734
6	Gene_7	h0	shared	20.937136	17.778006	11.606133	-1.6558007
6	Gene_7	h1	0	161.7355	16.900839	11.60061	-1.7667663097381592
6	Gene_7	h1	1	161.7355	16.900839	11.60061	-1.4377537965774536
7	Gene_8	h0	shared	119.06121	10.139643	10.178215	-0.85221064
7	Gene_8	h1	0	205.20569	10.6649275	10.335458	-1.0160270929336548
7	Gene_8	h1	1	205.20569	10.6649275	10.335458	-0.14851704239845276
8	Gene_9	h0	shared	154.08357	6.5967236	9.463189	0.30357376
8	Gene_9	h1	0	432.29532	8.33831	10.14176	-0.0011765541275963187
8	Gene_9	h1	1	432.29532	8.33831	10.14176	1.7175827026367188
9	Gene_10	h0	shared	44.93588	24.128914	12.534115	-1.8052633
9	Gene_10	h1	0	114.29381	24.106176	12.58378	-1.769607424736023
9	Gene_10	h1	1	114.29381	24.106176	12.58378	-2.009739637374878
10	Gene_11	h0	shared	14.578923	9.042496	10.530727	3.297156
10	Gene_11	h1	0	7.29361	18.654596	11.722379	2.8233697414398193
10	Gene_11	h1	1	7.29361	18.654596	11.722379	5.54710054397583
11	Gene_12	h0	shared	111.07557	7.573428	10.045538	-1.4402965
11	Gene_12	h1	0	118.54576	18.195925	12.166938	-1.8334922790527344
11	Gene_12	h1	1	118.54576	18.195925	12.166938	1.3752267360687256
12	Gene_13	h0	shared	39.525383	4.8609548	8.514979	1.8010734
12	Gene_13	h1	0	364.04025	5.06674	8.786588	1.9193848371505737
12	Gene_13	h1	1	364.04025	5.06674	8.786588	1.1303199529647827
13	Gene_14	h0	shared	103.90822	3.7902215	8.137072	-0.10458337
13	Gene_14	h1	0	236.32277	9.084832	10.118387	-0.6531544923782349
13	Gene_14	h1	1	236.32277	9.084832	10.118387	3.641974925994873
14	Gene_15	h0	shared	42.99016	3.4944372	7.7974424	0.70137185
14	Gene_15	h1	0	51.47994	4.6991534	8.449873	0.1753048300743103
14	Gene_15	h1	1	51.47994	4.6991534	8.449873	3.283982038497925
15	Gene_16	h0	shared	58.2775	9.282617	10.519469	2.3762405
15	Gene_16	h1	0	214.47531	10.527509	11.022235	2.117311954498291
15	Gene_16	h1	1	214.47531	10.527509	11.022235	3.493844747543335
16	Gene_17	h0	shared	37.10006	10.571713	9.912282	0.53340715
16	Gene_17	h1	0	29.956419	12.247779	10.296718	0.33581575751304626
16	Gene_17	h1	1	29.956419	12.247779	10.296718	1.444482445716858
17	Gene_18	h0	shared	134.80588	3.8444517	7.533025	0.5837345
17	Gene_18	h1	0	494.52115	6.6039968	8.846409	0.10589396953582764
17	Gene_18	h1	1	494.52115	6.6039968	8.846409	2.942128896713257
18	Gene_19	h0	shared	32.593517	11.222504	9.967188	0.74749494
18	Gene_19	h1	0	26.816431	12.488315	10.154222	0.5505497455596924
